coal_adj_close,ttf_adj_close,ttf_volume,oil_adj_close,oil_volume,fractional_hour,day_of_week,week_of_year,month,year,hydro_storage_in,cross_border,nuclear,hydro,biomass,lignite,hard_coal,oil,coal_gas,nat_gas,geothermal,hydro_reservoir,hydro_storage_out,others,waste,wind_offshore,wind_onshore,solar,load,residual_load,renewable_share_gen,renewable_share_load,day_ahead_price,holiday,actual_pmi,temp_north,windspeed_north,temp_south,windspeed_south,solarradiation_south,solarenergy_south,temp_brocken,windspeed_brocken,solarradiation_brocken,solarenergy_brocken
96.1,68.07,2284.0,62.01,654363.0,16.75,3.0,1.0,1.0,2018.0,-54.0,-1312.1,9363.1,2155.7,5206.3,18286.4,11223.4,304.4,390.4,9641.5,16.8,80.9,2974.1,2174.6,1169.5,488.2,15797.2,0.0,77769.5,61484.0,30.6,31.2,51.43,0.0,63.3,5.6,20.8,10.3,11.7,9.0,0.0,3.6,9.9,24.0,0.1
96.1,68.07,2284.0,62.01,654363.0,17.0,3.0,1.0,1.0,2018.0,-2.9,-3218.8,9356.2,2161.5,5197.6,18287.5,11200.8,304.0,390.4,9634.5,16.8,103.2,2540.6,2175.4,1165.6,534.7,16301.6,0.0,77158.5,60322.2,31.3,32.2,49.96,0.0,63.3,5.7,14.8,11.3,12.1,20.0,0.1,3.4,11.5,22.0,0.1
96.1,68.07,2284.0,62.01,654363.0,17.25,3.0,1.0,1.0,2018.0,-157.4,-3218.8,9361.1,2164.0,5199.6,18321.5,11205.0,304.0,445.6,9638.4,16.8,81.1,2187.0,2175.3,1147.4,571.5,16820.5,0.0,76701.1,59309.1,31.9,33.1,49.96,0.0,63.3,5.7,14.8,11.3,12.1,20.0,0.1,3.4,11.5,22.0,0.1
96.1,68.07,2284.0,62.01,654363.0,17.5,3.0,1.0,1.0,2018.0,-475.6,-3218.8,9352.9,2170.6,5190.6,18299.1,11238.2,303.7,445.6,9644.4,16.8,78.6,2015.8,2175.2,1170.9,666.5,17243.7,0.0,76647.8,58737.6,32.4,33.8,49.96,0.0,63.3,5.7,14.8,11.3,12.1,20.0,0.1,3.4,11.5,22.0,0.1
96.1,68.07,2284.0,62.01,654363.0,17.75,3.0,1.0,1.0,2018.0,-482.1,-3218.8,9282.1,2173.8,5203.2,18256.1,11446.5,304.0,445.6,9621.6,16.7,61.4,1371.2,2175.0,1183.9,737.6,17449.6,0.0,76255.1,58068.0,32.8,34.3,49.96,0.0,63.3,5.7,14.8,11.3,12.1,20.0,0.1,3.4,11.5,22.0,0.1
96.1,68.07,2284.0,62.01,654363.0,18.0,3.0,1.0,1.0,2018.0,-319.2,-4633.9,9349.0,2183.6,5193.5,18259.0,11234.0,304.7,445.6,9424.0,16.5,87.4,1343.6,2175.2,1172.7,766.4,17865.1,0.0,75972.9,57341.4,33.4,35.1,46.73,0.0,63.3,5.8,15.4,11.7,17.2,13.0,0.0,3.4,11.2,23.0,0.1
96.1,68.07,2284.0,62.01,654363.0,18.25,3.0,1.0,1.0,2018.0,-890.1,-4633.9,9303.4,2197.4,5189.4,18159.5,11135.3,303.5,413.9,9349.9,16.5,70.7,836.5,2175.5,1164.9,765.4,18453.5,0.0,74816.5,55597.6,34.2,36.4,46.73,0.0,63.3,5.8,15.4,11.7,17.2,13.0,0.0,3.4,11.2,23.0,0.1
96.1,68.07,2284.0,62.01,654363.0,18.5,3.0,1.0,1.0,2018.0,-836.3,-4633.9,9317.3,2207.0,5191.9,18279.2,10991.2,303.3,413.9,9377.2,16.5,36.5,642.3,2175.5,1156.6,764.2,19257.8,0.0,74253.2,54231.2,34.9,37.7,46.73,0.0,63.3,5.8,15.4,11.7,17.2,13.0,0.0,3.4,11.2,23.0,0.1
96.1,68.07,2284.0,62.01,654363.0,18.75,3.0,1.0,1.0,2018.0,-1172.4,-4633.9,9222.7,2212.5,5183.0,18249.2,10598.3,303.8,413.9,9128.1,16.5,35.6,453.4,2175.2,1164.9,831.5,19686.1,0.0,73871.6,53353.9,35.8,38.6,46.73,0.0,63.3,5.8,15.4,11.7,17.2,13.0,0.0,3.4,11.2,23.0,0.1
96.1,68.07,2284.0,62.01,654363.0,19.0,3.0,1.0,1.0,2018.0,-852.4,-6378.6,9314.3,2226.8,5139.8,18336.8,9690.2,303.1,413.9,8237.1,16.4,90.8,839.6,2175.3,1162.4,970.8,20180.6,0.0,73094.0,51942.5,36.8,39.9,41.57,0.0,63.3,6.1,10.0,11.6,16.3,9.0,0.0,3.5,9.9,27.0,0.1
96.1,68.07,2284.0,62.01,654363.0,19.25,3.0,1.0,1.0,2018.0,-915.7,-6378.6,9315.2,2235.1,5135.8,18297.2,8693.9,304.6,461.0,7916.6,16.5,89.6,482.0,2175.2,1172.1,1089.0,21010.6,0.0,71640.7,49541.2,38.4,42.0,41.57,0.0,63.3,6.1,10.0,11.6,16.3,9.0,0.0,3.5,9.9,27.0,0.1
96.1,68.07,2284.0,62.01,654363.0,19.5,3.0,1.0,1.0,2018.0,-1148.7,-6378.6,9319.5,2248.5,5134.5,18303.0,7897.0,303.9,461.0,7810.9,16.5,47.3,356.4,2174.9,1204.8,1175.9,21640.2,0.0,71030.9,48214.8,39.4,43.4,41.57,0.0,63.3,6.1,10.0,11.6,16.3,9.0,0.0,3.5,9.9,27.0,0.1
96.1,68.07,2284.0,62.01,654363.0,19.75,3.0,1.0,1.0,2018.0,-1567.7,-6378.6,9314.1,2260.2,5139.6,18427.1,7485.2,303.9,461.0,7658.8,16.5,43.2,284.3,2175.0,1183.0,1258.7,21920.9,0.0,69934.8,46755.2,40.0,44.6,41.57,0.0,63.3,6.1,10.0,11.6,16.3,9.0,0.0,3.5,9.9,27.0,0.1
96.1,68.07,2284.0,62.01,654363.0,20.0,3.0,1.0,1.0,2018.0,-1015.1,-7747.2,9330.8,2269.8,5121.6,18524.7,6842.2,304.0,461.0,7409.0,16.4,58.2,895.6,2168.1,1170.9,1308.8,22367.9,0.0,69622.0,45945.3,40.5,45.5,37.09,0.0,63.3,6.8,13.0,11.5,18.4,5.0,0.0,3.8,8.5,13.0,0.0
96.1,68.07,2284.0,62.01,654363.0,20.25,3.0,1.0,1.0,2018.0,-989.9,-7747.2,9321.1,2275.4,5122.7,18519.1,6452.8,303.5,471.5,7346.6,16.5,48.3,692.2,2168.4,1181.4,1338.5,22862.6,0.0,68816.1,44615.0,41.2,46.8,37.09,0.0,63.3,6.8,13.0,11.5,18.4,5.0,0.0,3.8,8.5,13.0,0.0
96.1,68.07,2284.0,62.01,654363.0,20.5,3.0,1.0,1.0,2018.0,-1410.8,-7747.2,9330.8,2281.5,5117.1,18395.0,6003.3,303.8,471.5,6922.9,16.4,43.9,500.0,2168.5,1220.6,1315.9,23447.0,0.0,67864.9,43101.9,42.3,48.3,37.09,0.0,63.3,6.8,13.0,11.5,18.4,5.0,0.0,3.8,8.5,13.0,0.0
96.1,68.07,2284.0,62.01,654363.0,20.75,3.0,1.0,1.0,2018.0,-1836.5,-7747.2,9314.4,2281.2,5114.9,18323.8,5900.9,304.0,471.5,6554.4,16.6,39.0,473.9,2191.0,1177.4,1294.2,24096.5,0.0,67545.2,42154.5,43.0,49.4,37.09,0.0,63.3,6.8,13.0,11.5,18.4,5.0,0.0,3.8,8.5,13.0,0.0
96.1,68.07,2284.0,62.01,654363.0,21.0,3.0,1.0,1.0,2018.0,-1579.0,-9680.7,9333.0,2268.1,5082.9,18479.8,5477.4,303.9,471.5,6235.9,16.6,50.9,938.4,2195.5,1206.9,1433.9,23698.6,0.0,67524.7,42392.2,42.9,49.0,33.92,0.0,63.3,7.4,11.0,11.4,18.9,0.0,0.0,4.9,14.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,21.25,3.0,1.0,1.0,2018.0,-2261.9,-9680.7,9307.1,2262.9,5071.7,18480.1,5387.8,303.9,480.3,6098.3,16.7,40.8,587.6,2195.9,1209.5,1652.7,24336.3,0.0,66632.9,40643.9,43.8,50.9,33.92,0.0,63.3,7.4,11.0,11.4,18.9,0.0,0.0,4.9,14.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,21.5,3.0,1.0,1.0,2018.0,-2607.2,-9680.7,9314.5,2261.1,5067.8,18479.4,5350.3,304.0,480.3,6156.9,16.7,37.6,293.4,2199.5,1214.4,2056.7,24806.2,0.0,65785.4,38922.5,44.6,52.9,33.92,0.0,63.3,7.4,11.0,11.4,18.9,0.0,0.0,4.9,14.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,21.75,3.0,1.0,1.0,2018.0,-3292.8,-9680.7,9180.4,2262.5,5059.7,18240.8,5260.8,304.0,480.3,6121.0,16.7,36.4,276.5,2191.4,1213.9,2455.8,25435.3,0.0,64594.9,36703.9,45.6,55.4,33.92,0.0,63.3,7.4,11.0,11.4,18.9,0.0,0.0,4.9,14.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,22.0,3.0,1.0,1.0,2018.0,-2985.3,-12643.8,9067.0,2255.8,5049.6,17262.9,4925.5,303.9,480.3,5856.3,16.7,63.9,623.5,2171.0,1202.9,2569.0,25754.7,0.0,63556.9,35233.2,46.7,57.0,28.05,0.0,63.3,9.4,18.9,11.2,26.0,0.0,0.0,5.9,21.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,22.25,3.0,1.0,1.0,2018.0,-3211.9,-12643.8,9062.0,2259.1,5049.0,16965.0,4488.6,303.9,379.7,5863.6,16.7,67.7,297.5,2170.9,1183.3,2648.1,26252.4,0.0,62248.9,33348.4,47.8,59.2,28.05,0.0,63.3,9.4,18.9,11.2,26.0,0.0,0.0,5.9,21.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,22.5,3.0,1.0,1.0,2018.0,-3762.0,-12643.8,9031.2,2273.2,5045.4,16385.2,4355.1,303.9,379.7,5859.4,16.6,46.7,329.3,2171.4,1183.3,2829.2,26713.2,0.0,61233.0,31690.7,48.7,61.2,28.05,0.0,63.3,9.4,18.9,11.2,26.0,0.0,0.0,5.9,21.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,22.75,3.0,1.0,1.0,2018.0,-4083.6,-12643.8,8857.3,2282.0,5042.2,15572.5,4218.3,304.2,379.7,5872.2,16.5,37.5,224.1,2154.8,1212.0,3052.7,27452.4,0.0,60373.9,29868.8,50.1,63.6,28.05,0.0,63.3,9.4,18.9,11.2,26.0,0.0,0.0,5.9,21.5,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,23.0,3.0,1.0,1.0,2018.0,-3355.6,-14523.7,8723.9,2262.8,4995.2,14776.5,3770.8,303.5,288.0,5741.1,16.5,73.5,274.7,2000.2,1183.5,3252.7,28422.5,0.0,58688.0,27012.9,52.0,67.4,5.96,0.0,63.3,9.6,28.2,9.4,45.0,0.0,0.0,5.9,20.7,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,23.25,3.0,1.0,1.0,2018.0,-3808.0,-14523.7,8652.8,2257.9,4999.9,13452.2,3694.3,304.0,409.6,5616.5,16.5,72.7,330.2,2001.0,1188.7,3460.3,29540.3,0.0,58052.7,25052.1,53.8,70.4,5.96,0.0,63.3,9.6,28.2,9.4,45.0,0.0,0.0,5.9,20.7,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,23.5,3.0,1.0,1.0,2018.0,-4069.0,-14523.7,8583.4,2248.6,4990.8,12858.9,3658.8,303.5,409.6,5561.0,16.5,56.7,250.8,2001.3,1180.9,3599.0,30276.6,0.0,57545.8,23670.3,54.9,72.5,5.96,0.0,63.3,9.6,28.2,9.4,45.0,0.0,0.0,5.9,20.7,0.0,0.0
96.1,68.07,2284.0,62.01,654363.0,23.75,3.0,1.0,1.0,2018.0,-4270.7,-14523.7,8330.4,2239.0,4986.5,12274.8,3561.5,303.9,409.6,5511.4,16.5,45.6,196.9,2000.9,1186.1,3823.0,30762.2,0.0,57078.5,22493.3,56.1,74.3,5.96,0.0,63.3,9.6,28.2,9.4,45.0,0.0,0.0,5.9,20.7,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,0.0,4.0,1.0,1.0,2018.0,-3941.8,-15023.8,8159.4,2235.4,4978.5,11489.4,3593.5,305.1,409.6,5508.6,16.9,68.0,229.7,1996.6,1163.6,3964.0,31033.3,0.0,56131.9,21134.5,57.0,76.3,-0.94,0.0,63.3,9.2,29.3,8.4,30.2,0.0,0.0,5.6,21.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,0.25,4.0,1.0,1.0,2018.0,-4247.0,-15023.8,8168.9,2222.2,4972.5,11044.2,3558.6,304.9,288.0,5492.7,17.3,68.7,230.5,2058.4,1167.5,3963.4,31642.9,0.0,55631.5,20025.3,57.7,78.0,-0.94,0.0,63.3,9.2,29.3,8.4,30.2,0.0,0.0,5.6,21.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,0.5,4.0,1.0,1.0,2018.0,-4432.3,-15023.8,8107.8,2220.9,4974.5,10772.5,3565.4,304.5,288.0,5518.8,17.4,38.0,220.9,2059.6,1174.0,3946.2,32219.2,0.0,55339.2,19173.8,58.3,79.4,-0.94,0.0,63.3,9.2,29.3,8.4,30.2,0.0,0.0,5.6,21.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,0.75,4.0,1.0,1.0,2018.0,-4584.9,-15023.8,8012.2,2231.2,4982.3,10661.1,3559.1,304.7,288.0,5500.5,17.5,38.6,204.0,2059.1,1176.6,3703.3,32635.7,0.0,55078.8,18739.9,58.6,80.1,-0.94,0.0,63.3,9.2,29.3,8.4,30.2,0.0,0.0,5.6,21.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,1.0,4.0,1.0,1.0,2018.0,-4466.7,-16503.7,7973.0,2228.6,4972.4,10639.9,3561.6,305.1,288.0,5402.2,17.6,87.6,230.6,2007.8,1184.1,3613.7,33046.0,0.0,55020.4,18360.7,58.9,80.9,-0.03,0.0,63.3,8.4,28.7,7.9,15.4,0.0,0.0,5.3,24.5,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,1.25,4.0,1.0,1.0,2018.0,-4238.0,-16503.7,7749.8,2224.8,4975.1,10625.0,3543.0,305.6,378.2,5347.2,17.4,61.0,257.9,1946.7,1175.0,3511.5,33357.2,0.0,54999.0,18130.3,59.2,81.2,-0.03,0.0,63.3,8.4,28.7,7.9,15.4,0.0,0.0,5.3,24.5,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,1.5,4.0,1.0,1.0,2018.0,-4008.3,-16503.7,7522.6,2216.6,4970.1,10526.1,3552.0,305.3,378.2,5370.1,17.4,86.6,238.7,1946.8,1168.5,3420.7,33629.3,0.0,55095.0,18045.0,59.5,81.4,-0.03,0.0,63.3,8.4,28.7,7.9,15.4,0.0,0.0,5.3,24.5,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,1.75,4.0,1.0,1.0,2018.0,-4042.5,-16503.7,7398.8,2211.4,4980.4,10486.2,3545.5,304.1,378.2,5337.8,17.5,89.7,214.9,1946.3,1184.1,3317.6,33773.2,0.0,55179.6,18088.8,59.7,81.4,-0.03,0.0,63.3,8.4,28.7,7.9,15.4,0.0,0.0,5.3,24.5,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,2.0,4.0,1.0,1.0,2018.0,-4274.6,-15191.2,7097.9,2209.1,4972.8,10381.9,3452.5,304.3,378.2,5290.1,17.5,49.2,230.6,1871.7,1178.9,3115.5,34089.8,0.0,55247.7,18042.4,60.3,81.4,0.55,0.0,63.3,7.9,19.9,7.2,10.1,0.0,0.0,4.5,23.9,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,2.25,4.0,1.0,1.0,2018.0,-4249.2,-15191.2,6949.4,2203.5,4966.8,10328.3,3441.7,305.4,385.6,5256.9,17.6,48.3,232.5,1844.3,1167.2,2797.8,33954.9,0.0,55267.8,18515.0,60.2,80.5,0.55,0.0,63.3,7.9,19.9,7.2,10.1,0.0,0.0,4.5,23.9,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,2.5,4.0,1.0,1.0,2018.0,-4269.5,-15191.2,6932.3,2197.7,4971.4,10237.7,3466.9,303.9,385.6,5295.8,17.6,48.9,242.2,1856.3,1165.9,2918.8,34195.0,0.0,55047.4,17933.6,60.4,81.5,0.55,0.0,63.3,7.9,19.9,7.2,10.1,0.0,0.0,4.5,23.9,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,2.75,4.0,1.0,1.0,2018.0,-4106.5,-15191.2,6841.2,2195.8,4974.2,10222.1,3477.6,304.3,385.6,5291.0,17.7,48.8,236.4,1864.1,1168.5,3009.5,34292.7,0.0,55624.5,18322.3,60.6,81.0,0.55,0.0,63.3,7.9,19.9,7.2,10.1,0.0,0.0,4.5,23.9,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,3.0,4.0,1.0,1.0,2018.0,-4615.3,-12627.3,6520.0,2198.5,4970.6,10153.4,3530.3,304.0,385.6,5289.1,17.6,37.8,223.5,1850.3,1151.3,2977.9,34310.8,0.0,55903.9,18615.2,60.9,80.5,-11.81,0.0,63.3,7.2,15.1,6.9,11.7,0.0,0.0,4.0,22.7,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,3.25,4.0,1.0,1.0,2018.0,-4503.4,-12627.3,6309.5,2197.6,4979.8,10264.4,3542.8,303.9,419.6,5344.6,17.5,48.8,251.5,1878.2,1139.6,2832.5,33925.7,0.0,56126.8,19368.6,60.6,79.3,-11.81,0.0,63.3,7.2,15.1,6.9,11.7,0.0,0.0,4.0,22.7,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,3.5,4.0,1.0,1.0,2018.0,-4159.1,-12627.3,6335.8,2195.2,4985.1,10223.6,3543.2,304.0,419.6,5508.3,17.5,51.9,271.7,1990.6,1152.6,2492.9,33816.8,0.0,56644.2,20334.5,60.1,77.8,-11.81,0.0,63.3,7.2,15.1,6.9,11.7,0.0,0.0,4.0,22.7,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,3.75,4.0,1.0,1.0,2018.0,-3535.3,-12627.3,6399.7,2191.7,4980.4,10238.7,3554.7,304.0,419.6,5568.1,17.3,92.4,358.1,2048.2,1147.4,2307.0,33335.7,0.0,57024.0,21381.2,59.5,76.2,-11.81,0.0,63.3,7.2,15.1,6.9,11.7,0.0,0.0,4.0,22.7,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,4.0,4.0,1.0,1.0,2018.0,-3272.6,-12208.1,6725.8,2185.9,4988.0,10457.8,3676.5,304.0,419.6,5635.9,17.1,100.4,334.0,2086.1,1149.8,2126.8,32998.7,0.0,57913.5,22788.0,58.6,74.1,8.92,0.0,63.3,7.4,24.8,6.7,9.6,0.0,0.0,4.0,22.8,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,4.25,4.0,1.0,1.0,2018.0,-3725.4,-12208.1,7202.9,2177.4,4988.3,10914.4,3790.8,304.0,405.8,5774.1,17.1,97.7,314.8,2138.7,1143.3,1961.8,32875.0,0.0,58371.0,23534.2,57.5,73.0,8.92,0.0,63.3,7.4,24.8,6.7,9.6,0.0,0.0,4.0,22.8,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,4.5,4.0,1.0,1.0,2018.0,-3721.8,-12208.1,7727.5,2166.0,4995.9,11480.1,3824.2,303.0,405.8,5874.0,17.0,96.7,285.4,2139.2,1148.5,1864.9,32832.2,0.0,59064.3,24367.3,56.5,71.9,8.92,0.0,63.3,7.4,24.8,6.7,9.6,0.0,0.0,4.0,22.8,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,4.75,4.0,1.0,1.0,2018.0,-3368.6,-12208.1,8085.2,2161.1,5017.8,11930.0,3984.6,302.4,405.8,6022.8,17.0,98.8,281.6,2138.2,1153.7,1710.1,32497.4,0.0,60487.4,26279.9,55.4,69.5,8.92,0.0,63.3,7.4,24.8,6.7,9.6,0.0,0.0,4.0,22.8,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,5.0,4.0,1.0,1.0,2018.0,-2747.5,-13073.9,8292.6,2153.5,5026.0,13504.1,4115.3,302.1,405.8,6447.6,17.0,80.4,414.8,2134.5,1155.1,1577.2,32953.6,0.0,62660.2,28129.4,53.9,67.5,21.68,0.0,63.3,6.9,15.9,6.6,13.1,0.0,0.0,3.7,24.1,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,5.25,4.0,1.0,1.0,2018.0,-2054.1,-13073.9,8385.0,2158.1,5027.5,14769.9,4320.0,302.3,245.0,6688.0,16.9,66.1,472.2,2134.3,1152.5,1420.5,33033.4,0.0,64141.6,29687.6,52.7,65.9,21.68,0.0,63.3,6.9,15.9,6.6,13.1,0.0,0.0,3.7,24.1,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,5.5,4.0,1.0,1.0,2018.0,-1400.0,-13073.9,8539.0,2156.5,5027.3,15626.0,4429.8,302.3,245.0,6828.5,16.9,90.5,571.9,2134.7,1149.9,1299.8,32516.9,0.0,66175.5,32358.8,51.4,62.9,21.68,0.0,63.3,6.9,15.9,6.6,13.1,0.0,0.0,3.7,24.1,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,5.75,4.0,1.0,1.0,2018.0,-1110.7,-13073.9,8581.1,2153.7,5034.8,15935.9,4704.6,302.4,245.0,7137.1,16.9,96.0,781.7,2134.2,1142.1,1129.1,32169.3,0.0,68078.0,34779.6,50.4,60.4,21.68,0.0,63.3,6.9,15.9,6.6,13.1,0.0,0.0,3.7,24.1,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,6.0,4.0,1.0,1.0,2018.0,-1450.4,-11414.2,8538.8,2146.7,5020.6,15681.5,5099.4,302.9,245.0,7464.9,16.9,75.0,256.2,2132.8,1143.4,1027.6,32120.1,0.0,69920.9,36773.1,50.4,58.5,30.44,0.0,63.3,6.6,14.7,6.0,10.7,0.0,0.0,3.7,26.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,6.25,4.0,1.0,1.0,2018.0,-813.5,-11414.2,8643.7,2149.7,5044.8,16027.5,5289.7,304.3,357.5,7673.9,17.0,95.7,440.3,2105.4,1146.0,912.3,31884.6,0.0,71141.6,38344.6,49.5,57.1,30.44,0.0,63.3,6.6,14.7,6.0,10.7,0.0,0.0,3.7,26.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,6.5,4.0,1.0,1.0,2018.0,-453.5,-11414.2,8777.8,2158.7,5065.7,16472.3,5610.8,303.0,357.5,7756.6,16.9,99.0,539.6,2106.2,1153.8,851.0,31424.7,0.0,72261.3,39985.6,48.5,55.5,30.44,0.0,63.3,6.6,14.7,6.0,10.7,0.0,0.0,3.7,26.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,6.75,4.0,1.0,1.0,2018.0,-437.9,-11414.2,8746.0,2156.2,5067.8,16921.7,6059.4,302.4,357.5,7954.1,17.0,94.5,845.2,2105.9,1149.9,755.2,31458.2,0.0,73261.1,41047.6,47.7,54.7,30.44,0.0,63.3,6.6,14.7,6.0,10.7,0.0,0.0,3.7,26.6,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,7.0,4.0,1.0,1.0,2018.0,-334.2,-11960.0,8837.4,2155.3,5108.5,17250.7,6736.7,302.3,357.5,8688.2,17.1,115.7,914.5,2108.1,1142.8,718.3,30990.4,3.4,74437.4,42725.3,46.4,53.2,36.2,0.0,63.3,5.8,11.1,7.0,12.2,0.0,0.0,3.5,26.3,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,7.25,4.0,1.0,1.0,2018.0,-344.4,-11960.0,8996.0,2155.0,5139.8,17368.1,7369.6,302.7,407.3,8787.6,17.0,68.5,792.6,2118.8,1141.5,632.8,30309.1,131.3,74579.7,43506.5,45.4,52.2,36.2,0.0,63.3,5.8,11.1,7.0,12.2,0.0,0.0,3.5,26.3,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,7.5,4.0,1.0,1.0,2018.0,-152.5,-11960.0,8994.1,2155.0,5128.6,17508.5,7655.9,301.8,407.3,8875.5,17.0,29.0,749.7,2121.9,1122.0,520.4,29572.9,336.3,74998.6,44569.0,44.8,51.0,36.2,0.0,63.3,5.8,11.1,7.0,12.2,0.0,0.0,3.5,26.3,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,7.75,4.0,1.0,1.0,2018.0,-171.9,-11960.0,8986.6,2146.0,5141.5,17628.3,7940.6,301.9,407.3,8869.0,16.9,29.0,883.5,2122.0,1123.3,414.0,29084.9,598.8,75207.5,45109.7,44.3,50.4,36.2,0.0,63.3,5.8,11.1,7.0,12.2,0.0,0.0,3.5,26.3,0.0,0.0
96.4,67.62,1829.0,61.44,563036.0,8.0,4.0,1.0,1.0,2018.0,-294.7,-11177.5,8896.6,2145.8,5123.0,17961.2,8137.4,302.7,407.3,8974.6,16.8,32.7,355.8,2091.2,1120.1,327.3,28876.5,943.9,75638.9,45491.3,44.3,50.2,36.3,0.0,63.3,5.3,11.7,7.5,10.4,5.0,0.0,3.3,25.6,8.1,0.0
96.4,67.62,1829.0,61.44,563036.0,8.25,4.0,1.0,1.0,2018.0,-586.1,-11177.5,8913.3,2139.7,5138.0,18169.9,8484.2,302.7,467.6,8989.7,16.8,29.0,340.1,2091.4,1116.2,264.4,28578.7,1327.8,75558.4,45387.5,44.0,50.3,36.3,0.0,63.3,5.3,11.7,7.5,10.4,5.0,0.0,3.3,25.6,8.1,0.0
96.4,67.62,1829.0,61.44,563036.0,8.5,4.0,1.0,1.0,2018.0,-377.6,-11177.5,8922.6,2139.5,5140.2,18199.7,8685.1,302.5,467.6,9063.1,16.7,29.0,378.4,2091.2,1121.4,222.8,27754.8,1848.4,75872.8,46046.8,43.6,49.6,36.3,0.0,63.3,5.3,11.7,7.5,10.4,5.0,0.0,3.3,25.6,8.1,0.0
96.4,67.62,1829.0,61.44,563036.0,8.75,4.0,1.0,1.0,2018.0,-430.0,-11177.5,8916.2,2137.3,5141.0,18245.0,8837.6,302.9,467.6,9014.3,16.8,32.3,386.9,2091.2,1125.4,179.8,26997.9,2454.0,76132.1,46500.4,43.4,49.2,36.3,0.0,63.3,5.3,11.7,7.5,10.4,5.0,0.0,3.3,25.6,8.1,0.0
96.4,67.62,1829.0,61.44,563036.0,9.0,4.0,1.0,1.0,2018.0,-981.0,-10208.0,8957.5,2136.6,5130.1,18368.9,9031.5,302.4,467.6,9018.8,16.8,29.9,1048.1,2091.4,1124.6,196.6,26491.8,3011.5,76549.4,46849.6,42.9,49.0,38.95,0.0,63.3,5.5,8.2,7.9,9.2,30.0,0.1,3.8,23.7,10.0,0.0
96.4,67.62,1829.0,61.44,563036.0,9.25,4.0,1.0,1.0,2018.0,-782.8,-10208.0,8955.2,2144.3,5147.2,18443.8,9009.2,302.9,408.8,9016.9,16.7,50.6,1057.6,2091.1,1120.7,218.4,25694.4,3589.8,76554.3,47051.8,42.8,48.8,38.95,0.0,63.3,5.5,8.2,7.9,9.2,30.0,0.1,3.8,23.7,10.0,0.0
96.4,67.62,1829.0,61.44,563036.0,9.5,4.0,1.0,1.0,2018.0,-645.1,-10208.0,8958.2,2137.5,5153.2,18509.8,9089.8,303.4,408.8,8994.1,16.7,34.4,1128.8,2091.1,1118.1,242.6,24879.6,4065.8,76903.4,47715.4,42.5,48.2,38.95,0.0,63.3,5.5,8.2,7.9,9.2,30.0,0.1,3.8,23.7,10.0,0.0
96.4,67.62,1829.0,61.44,563036.0,9.75,4.0,1.0,1.0,2018.0,-581.0,-10208.0,9023.5,2124.8,5166.0,18567.1,9138.1,302.9,408.8,8971.9,16.7,49.3,1154.9,2090.5,1128.5,263.5,24479.1,4313.6,77193.1,48137.0,42.3,47.8,38.95,0.0,63.3,5.5,8.2,7.9,9.2,30.0,0.1,3.8,23.7,10.0,0.0
