coal_adj_close,ttf_adj_close,ttf_volume,oil_adj_close,oil_volume,fractional_hour,day_of_week,week_of_year,month,year,hydro_storage_in,cross_border,nuclear,hydro,biomass,lignite,hard_coal,oil,coal_gas,nat_gas,geothermal,hydro_reservoir,hydro_storage_out,others,waste,wind_offshore,wind_onshore,solar,load,residual_load,renewable_share_gen,renewable_share_load,day_ahead_price,holiday,actual_pmi,temp_north,windspeed_north,temp_south,windspeed_south,solarradiation_south,solarenergy_south,temp_brocken,windspeed_brocken,solarradiation_brocken,solarenergy_brocken
94.5,66.57,2429.0,60.37,510313.0,2.5,1.0,1.0,1.0,2018.0,-3754.0,-6101.1,9190.2,1944.3,4972.5,12195.7,1926.4,307.2,328.5,5958.9,17.9,43.4,10.4,1797.9,1223.2,1720.1,14642.0,0.0,45065.7,28703.7,42.4,53.0,12.15,0.0,63.3,5.5,27.3,5.4,26.4,0.0,0.0,1.1,5.5,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,2.75,1.0,1.0,1.0,2018.0,-3877.5,-6101.1,9183.6,1944.3,4965.9,12427.1,1927.2,308.3,328.5,6165.3,17.8,43.5,10.0,1804.0,1207.6,1753.1,14579.6,0.0,45293.3,28960.6,42.1,52.6,12.15,0.0,63.3,5.5,27.3,5.4,26.4,0.0,0.0,1.1,5.5,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,3.0,1.0,1.0,1.0,2018.0,-3237.4,-6723.6,9193.8,1951.6,4954.3,13018.4,2002.6,308.8,328.5,6290.2,17.8,42.4,16.0,1859.6,1202.2,1769.8,14823.6,0.0,45836.7,29243.3,41.7,52.6,11.83,0.0,63.3,5.5,30.6,5.3,23.2,0.0,0.0,1.2,6.4,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,3.25,1.0,1.0,1.0,2018.0,-3611.1,-6723.6,9199.3,1953.1,4966.5,13310.1,1999.2,308.8,330.0,6536.3,17.7,38.6,49.3,1862.9,1213.9,1844.5,15193.3,0.0,46063.4,29025.6,41.8,53.3,11.83,0.0,63.3,5.5,30.6,5.3,23.2,0.0,0.0,1.2,6.4,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,3.5,1.0,1.0,1.0,2018.0,-3295.0,-6723.6,9160.1,1954.6,4977.6,13471.9,2034.5,308.8,330.0,6565.6,17.7,42.3,53.9,1863.0,1221.7,1821.6,15342.8,0.0,46824.9,29660.4,41.8,52.8,11.83,0.0,63.3,5.5,30.6,5.3,23.2,0.0,0.0,1.2,6.4,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,3.75,1.0,1.0,1.0,2018.0,-2726.3,-6723.6,9102.0,1955.8,4978.9,13561.1,2031.0,308.8,330.0,6561.1,17.6,40.8,80.0,1863.2,1229.5,1833.4,15314.5,0.0,47398.5,30250.6,41.7,52.1,11.83,0.0,63.3,5.5,30.6,5.3,23.2,0.0,0.0,1.2,6.4,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,4.0,1.0,1.0,1.0,2018.0,-2635.7,-7756.5,9138.9,1953.3,4981.4,13965.2,2073.0,308.8,330.0,6774.3,17.3,48.9,39.8,1876.0,1234.5,1901.8,15403.7,0.0,48745.1,31439.5,41.4,51.0,14.55,0.0,63.3,4.7,31.6,5.2,22.6,0.0,0.0,1.1,9.5,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,4.25,1.0,1.0,1.0,2018.0,-2588.4,-7756.5,9179.6,1953.4,4988.5,14471.0,2251.1,308.8,311.5,6830.8,17.4,42.2,75.1,1889.0,1234.5,1924.4,15399.1,0.0,49459.6,32136.1,40.9,50.3,14.55,0.0,63.3,4.7,31.6,5.2,22.6,0.0,0.0,1.1,9.5,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,4.5,1.0,1.0,1.0,2018.0,-2600.6,-7756.5,9220.4,1955.2,4992.3,15102.6,2531.0,308.5,311.5,6901.4,17.4,47.4,74.8,1890.4,1215.0,1921.9,15515.8,0.0,50626.3,33188.6,40.3,49.4,14.55,0.0,63.3,4.7,31.6,5.2,22.6,0.0,0.0,1.1,9.5,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,4.75,1.0,1.0,1.0,2018.0,-2554.2,-7756.5,9225.2,1952.9,4987.2,15990.3,2774.8,308.4,311.5,7075.8,17.5,50.9,112.6,1963.4,1224.1,2019.0,15655.4,0.0,52229.8,34555.3,39.6,48.3,14.55,0.0,63.3,4.7,31.6,5.2,22.6,0.0,0.0,1.1,9.5,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,5.0,1.0,1.0,1.0,2018.0,-2148.5,-7213.0,9179.7,1954.6,4950.5,16771.8,2834.0,308.8,311.5,7520.7,17.4,42.3,637.7,2014.5,1196.0,2072.2,16004.1,0.0,54441.3,36365.0,38.9,47.0,22.58,0.0,63.3,4.5,26.9,4.8,20.2,0.0,0.0,1.0,11.9,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,5.25,1.0,1.0,1.0,2018.0,-1674.9,-7213.0,9213.9,1960.1,5018.1,17410.0,2964.5,308.8,392.3,7592.4,17.5,50.5,686.2,2023.2,1193.4,2036.9,16143.8,0.0,56495.7,38315.0,38.4,45.6,22.58,0.0,63.3,4.5,26.9,4.8,20.2,0.0,0.0,1.0,11.9,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,5.5,1.0,1.0,1.0,2018.0,-704.6,-7213.0,9225.2,1960.7,5020.0,17604.4,3052.0,308.4,392.3,7702.9,17.5,49.3,1013.7,2020.7,1198.6,2149.1,16149.7,0.0,58124.7,39825.9,38.1,44.5,22.58,0.0,63.3,4.5,26.9,4.8,20.2,0.0,0.0,1.0,11.9,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,5.75,1.0,1.0,1.0,2018.0,-616.4,-7213.0,9187.8,1964.8,5030.3,17748.3,3295.0,308.1,392.3,7768.8,17.5,44.0,1227.6,2019.8,1212.9,2433.4,16291.3,0.0,59827.9,41103.2,38.2,44.0,22.58,0.0,63.3,4.5,26.9,4.8,20.2,0.0,0.0,1.0,11.9,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,6.0,1.0,1.0,1.0,2018.0,-260.0,-6988.5,9195.7,1968.0,5080.3,17975.5,3461.0,308.7,392.3,8630.2,17.5,48.0,1040.6,2171.1,1215.8,2228.2,16470.2,0.0,62134.2,43435.8,37.5,42.4,41.92,0.0,63.3,4.5,31.7,3.6,14.5,0.0,0.0,0.9,8.2,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,6.25,1.0,1.0,1.0,2018.0,-59.2,-6988.5,9274.0,1969.2,5103.2,18175.7,3560.4,308.0,472.6,8950.9,17.5,46.5,1376.2,2181.1,1210.6,2094.6,16461.5,0.0,63173.9,44617.9,36.8,41.5,41.92,0.0,63.3,4.5,31.7,3.6,14.5,0.0,0.0,0.9,8.2,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,6.5,1.0,1.0,1.0,2018.0,-11.7,-6988.5,9313.5,1967.9,5100.6,18277.4,3951.0,308.4,472.6,9034.5,17.5,57.9,1946.8,2184.8,1197.6,2137.1,16489.6,0.0,64356.1,45729.4,36.3,40.9,41.92,0.0,63.3,4.5,31.7,3.6,14.5,0.0,0.0,0.9,8.2,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,6.75,1.0,1.0,1.0,2018.0,-0.7,-6988.5,9339.2,1964.2,5111.8,18235.5,4339.0,308.1,472.6,9013.7,17.5,56.0,2377.4,2186.0,1216.0,2154.8,16491.8,0.0,65534.1,46887.4,35.9,40.2,41.92,0.0,63.3,4.5,31.7,3.6,14.5,0.0,0.0,0.9,8.2,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,7.0,1.0,1.0,1.0,2018.0,-69.4,-5893.6,9274.1,1969.7,5131.8,18266.3,4724.4,308.7,472.6,9133.4,17.5,42.8,2176.8,2186.7,1203.3,2141.9,16357.0,2.2,66956.9,48455.8,35.7,39.1,47.95,0.0,63.3,4.7,26.4,3.4,13.0,0.0,0.0,1.0,8.6,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,7.25,1.0,1.0,1.0,2018.0,-41.8,-5893.6,9336.4,1978.1,5153.2,18388.0,4852.4,308.8,497.8,9245.7,17.6,48.0,2386.4,2186.9,1182.4,2173.5,16274.2,20.9,67591.7,49123.1,35.4,38.8,47.95,0.0,63.3,4.7,26.4,3.4,13.0,0.0,0.0,1.0,8.6,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,7.5,1.0,1.0,1.0,2018.0,-0.7,-5893.6,9346.5,1980.4,5144.1,18616.1,4923.5,308.6,497.8,9302.3,17.5,49.2,2569.0,2187.6,1159.0,2214.6,16093.5,90.2,68257.3,49859.0,35.0,38.3,47.95,0.0,63.3,4.7,26.4,3.4,13.0,0.0,0.0,1.0,8.6,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,7.75,1.0,1.0,1.0,2018.0,-0.7,-5893.6,9344.7,1984.1,5143.0,18919.0,5121.1,309.3,497.8,9359.3,17.5,45.2,2431.2,2187.2,1166.8,2157.8,16092.3,227.2,68674.4,50197.1,34.9,38.1,47.95,0.0,63.3,4.7,26.4,3.4,13.0,0.0,0.0,1.0,8.6,0.0,0.0
94.5,66.57,2429.0,60.37,510313.0,8.0,1.0,1.0,1.0,2018.0,-0.7,-5999.3,9327.8,1982.3,5146.2,19041.2,5286.0,308.8,497.8,9704.6,17.9,48.0,2413.3,2186.9,1196.5,1992.9,16121.8,447.9,69002.0,50439.5,34.7,38.1,49.9,0.0,63.3,4.5,20.5,3.8,21.1,0.0,0.0,1.1,9.3,2.9,0.0
94.5,66.57,2429.0,60.37,510313.0,8.25,1.0,1.0,1.0,2018.0,-0.7,-5999.3,9351.9,1972.2,5143.9,19246.8,5664.6,307.6,501.9,9681.7,18.2,49.1,2392.1,2186.9,1196.5,1844.0,16077.8,761.6,69484.0,50800.6,34.6,38.0,49.9,0.0,63.3,4.5,20.5,3.8,21.1,0.0,0.0,1.1,9.3,2.9,0.0
94.5,66.57,2429.0,60.37,510313.0,8.5,1.0,1.0,1.0,2018.0,-0.7,-5999.3,9355.6,1971.2,5153.2,19350.6,5708.3,308.7,501.9,9750.3,18.0,50.6,2682.6,2186.9,1196.5,1965.2,15954.8,1157.4,70072.8,50995.4,34.7,38.3,49.9,0.0,63.3,4.5,20.5,3.8,21.1,0.0,0.0,1.1,9.3,2.9,0.0
94.5,66.57,2429.0,60.37,510313.0,8.75,1.0,1.0,1.0,2018.0,-0.7,-5999.3,9359.6,1970.6,5157.0,19418.0,5834.7,307.8,501.9,9706.1,17.8,51.4,2655.5,2186.7,1196.5,1987.8,15812.9,1455.8,70540.5,51284.0,34.8,38.3,49.9,0.0,63.3,4.5,20.5,3.8,21.1,0.0,0.0,1.1,9.3,2.9,0.0
94.5,66.57,2429.0,60.37,510313.0,9.0,1.0,1.0,1.0,2018.0,-0.7,-5315.3,9351.4,1965.7,5141.5,19538.0,5851.4,307.8,501.9,9700.5,17.9,52.0,2775.3,2233.3,1165.1,1847.2,15883.8,1839.3,70999.1,51428.8,34.9,38.4,50.0,0.0,63.3,4.1,20.0,3.9,14.6,14.0,0.1,1.2,8.3,34.0,0.1
94.5,66.57,2429.0,60.37,510313.0,9.25,1.0,1.0,1.0,2018.0,-0.7,-5315.3,9348.0,1965.5,5147.2,19548.7,5832.0,308.5,340.0,9680.1,17.6,51.1,2690.6,2233.1,1174.2,1791.4,15662.6,2211.7,71340.8,51675.1,35.1,38.4,50.0,0.0,63.3,4.1,20.0,3.9,14.6,14.0,0.1,1.2,8.3,34.0,0.1
94.5,66.57,2429.0,60.37,510313.0,9.5,1.0,1.0,1.0,2018.0,-0.7,-5315.3,9351.3,1968.8,5142.9,19634.8,5928.9,308.3,340.0,9757.6,17.7,59.3,2764.6,2232.6,1183.3,1699.4,15298.2,2485.3,72254.1,52771.1,34.8,37.6,50.0,0.0,63.3,4.1,20.0,3.9,14.6,14.0,0.1,1.2,8.3,34.0,0.1
94.5,66.57,2429.0,60.37,510313.0,9.75,1.0,1.0,1.0,2018.0,-0.7,-5315.3,9343.1,1971.8,5157.2,19716.0,5994.6,308.8,340.0,9711.4,17.9,59.0,2897.2,2232.6,1178.1,1729.8,15070.9,2749.1,72748.7,53199.0,34.8,37.5,50.0,0.0,63.3,4.1,20.0,3.9,14.6,14.0,0.1,1.2,8.3,34.0,0.1
94.5,66.57,2429.0,60.37,510313.0,10.0,1.0,1.0,1.0,2018.0,0.0,-6051.3,9350.5,1967.2,5149.1,19876.5,6092.3,308.2,340.0,9747.1,18.0,53.0,3097.7,2232.3,1182.4,1982.2,15051.5,3068.9,72605.3,52502.7,35.0,38.3,49.7,0.0,63.3,4.7,18.4,4.4,24.6,35.0,0.1,1.5,9.7,18.0,0.1
