name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
south germany,19.01.2018 0:00:00,"5,1","2,4","2,6","84,29","0,02",100,rain,0,0,,"11,6",200,"1005,8",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,19.01.2018 3:00:00,"5,1",1,"2,4","82,27","0,364",100,rain,0,0,,"21,7",253,"1006,1",,"18,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,19.01.2018 4:00:00,4,"0,2",2,"86,63","0,383",100,rain,0,0,,"17,1",263,"1007,1",,25,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,19.01.2018 5:00:00,"3,9","-0,4","1,5","84,1","0,11",100,rain,0,0,,"21,6",253,"1007,6",,35,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,19.01.2018 6:00:00,"3,5","-0,9","0,7","82,11","0,028",100,rain,0,0,,21,260,"1008,4",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,19.01.2018 8:00:00,3,"-2,3","-1,2","74,02","0,015",100,rain,0,0,,"26,9",276,"1010,6",,,5,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,20.01.2018 17:00:00,"2,9","-0,5","1,3","88,76","0,616",100,rain,0,"0,2",,"13,5",130,"1000,9",,"24,5",8,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,20.01.2018 18:00:00,"2,4","-1,3","0,8","89,08","1,262",100,rain,0,"0,19",,"14,3",137,"1000,1",,"7,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,20.01.2018 19:00:00,"1,7","-0,4","0,8","93,65","1,989",100,"rain,snow",0,"0,19",,"6,7",140,"999,6",,"6,6",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,20.01.2018 20:00:00,1,"-1,1","0,4","95,85","1,435",100,"rain,snow",0,"0,18",,"6,7",140,"999,8",,"8,6",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,20.01.2018 21:00:00,"1,1","1,1","0,5","96,07","0,192",100,"rain,snow",0,"0,17",,"4,7",142,"999,9",,7,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,20.01.2018 22:00:00,"1,3","-0,2","0,8","96,56","0,14",100,"rain,snow",0,"0,16",,"5,1",180,1000,,"4,7",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,20.01.2018 23:00:00,"1,5","-0,5","0,8","95,05","0,983",100,"rain,snow",0,"0,15",,"6,6",283,"1000,1",,"5,7",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 0:00:00,"1,8","-1,7",1,"94,12","0,508",100,"rain,snow",0,"0,14",,"12,5",290,"1000,9",,"10,7",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 1:00:00,"1,6","-3,1","0,8","94,43","0,822",100,"rain,snow",0,"0,14",,"19,1",290,"1002,2",,14,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 2:00:00,"1,7","-2,8","0,8","94,08","0,278",100,"rain,snow",0,"0,13",,"17,8",290,"1003,6",,"23,7",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 3:00:00,2,-3,"0,8","92,01","0,009",100,"rain,snow",0,"0,12",,"21,7",293,"1005,3",,"33,7",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 4:00:00,"1,8","-3,2","0,8","92,95","0,263",100,"rain,snow",0,"0,11",,"21,7",293,"1006,5",,33,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 6:00:00,"2,1","-3,1","0,3","87,76","0,019",100,rain,0,"0,09",,"23,8",290,"1009,5",,40,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,21.01.2018 7:00:00,"1,9","-3,2","-0,2","86,08","0,011",100,"rain,snow",0,"0,08",,"22,8",293,"1010,7",,30,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,22.01.2018 17:00:00,"7,4","6,1","6,9","96,58","1,777",100,rain,0,"0,13",,"7,7",328,"1010,2",,"14,5",7,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,22.01.2018 18:00:00,"7,5","5,5","6,8","95,4","1,145",100,rain,0,"0,12",,"10,6",290,"1011,3",,11,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,22.01.2018 19:00:00,"7,4","5,4","6,7","95,32","0,958",100,rain,0,"0,11",,"10,5",266,"1012,7",,"29,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,22.01.2018 20:00:00,"7,6","5,4","6,8","94,8","0,048",100,rain,0,"0,1",,"12,2",289,"1014,3",,"17,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,22.01.2018 22:00:00,"6,7","3,9","4,8","87,7","0,007",100,rain,0,"0,08",,"14,2",297,"1017,2",,"23,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,23.01.2018 1:00:00,"6,2","3,2","3,1","80,49","0,004",100,rain,0,"0,06",,15,277,"1020,8",,"36,5",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,23.01.2018 8:00:00,"4,8","2,3","2,2","83,25","0,008",100,rain,0,0,,"10,5",269,1026,,"21,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,24.01.2018 1:00:00,"5,9","3,1","1,8","74,86","0,021",100,rain,0,0,,"13,5",183,"1026,7",,50,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 7:00:00,"6,6","6,6","5,3","91,34","0,01",100,rain,0,0,,"2,4",140,"1015,5",,"19,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 8:00:00,"6,3","5,4","4,9","91,1","0,028",100,rain,0,0,,"5,4",334,"1016,1",,"19,3",5,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,26.01.2018 18:00:00,"6,3",4,"5,1","91,7","0,182",100,rain,0,0,,"11,5",307,"1020,9",,"10,9",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 19:00:00,"6,1","3,7","5,1","93,61","0,157",100,rain,0,0,,"11,5",310,"1021,7",,"9,6",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 20:00:00,"5,9","3,4","4,9","93,1","0,115",100,rain,0,0,,"11,7",317,"1022,7",,"11,6",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 21:00:00,"5,6",3,"4,9","95,02","0,162",100,rain,0,0,,"12,1",310,"1023,4",,"8,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 22:00:00,"5,4","2,7","4,8","95,82","0,401",100,rain,0,0,,"12,3",313,1024,,"6,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,26.01.2018 23:00:00,"5,3","2,5","4,7","95,91","0,121",100,rain,0,0,,13,313,"1024,7",,"7,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,27.01.2018 0:00:00,"5,4","3,4","4,7","95,22","0,011",100,rain,0,0,,"9,2",317,"1025,5",,"6,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,27.01.2018 1:00:00,"5,5","3,8","4,7","94,79","0,015",100,rain,0,0,,"7,7",310,"1026,1",,9,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,27.01.2018 2:00:00,"5,3","3,5","4,6","95,2","0,007",100,rain,0,0,,8,313,"1026,3",,"7,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,27.01.2018 4:00:00,"5,3","3,5","4,6","95,51","0,004",100,rain,0,0,,"7,8",327,"1027,4",,"5,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,27.01.2018 5:00:00,"5,2",4,"4,6","95,55","0,007",100,rain,0,0,,"5,9",347,"1027,9",,"5,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,30.01.2018 6:00:00,"7,2","5,7","5,4","88,48","0,205",100,rain,0,0,,"8,2",269,"1030,5",,8,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,30.01.2018 7:00:00,"6,5","4,6","5,4","92,45","0,147",100,rain,0,0,,"9,6",272,"1031,1",,"35,9",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,30.01.2018 8:00:00,"5,8","4,6","4,7","92,41","0,735",100,rain,0,0,,"6,4",329,"1031,5",,"15,6",6,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,30.01.2018 17:00:00,"7,1","7,1","5,3","88,15","0,165",100,rain,0,0,,3,156,"1028,5",,"19,1",9,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,30.01.2018 18:00:00,"6,9","6,9","5,3","89,44","0,009",100,rain,0,0,,"4,6",163,1028,,"21,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,31.01.2018 19:00:00,"8,2","5,7",3,"70,12","0,085",100,rain,0,0,,"15,1",246,"1007,4",,20,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,31.01.2018 20:00:00,"7,1","4,3","3,8","79,6","0,341",100,rain,0,0,,"15,2",227,"1006,9",,"34,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,31.01.2018 21:00:00,"6,4","3,5","3,7","82,42","0,357",100,rain,0,0,,"15,2",217,"1006,4",,"28,9",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,31.01.2018 22:00:00,6,"2,8","3,3","83,25","0,321",100,rain,0,0,,"15,8",210,"1005,8",,"19,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,31.01.2018 23:00:00,"5,7","2,8","3,6","86,28","0,523",100,rain,0,0,,"14,2",193,"1005,2",,"16,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 0:00:00,"5,8",3,4,"88,2","0,403",100,rain,0,0,,"13,1",183,"1004,1",,"27,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 1:00:00,"5,8","3,3",4,"88,49","0,256",100,rain,0,0,,"11,6",177,"1003,6",,"32,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 2:00:00,6,"3,4","3,6","85,1","0,228",100,rain,0,0,,12,220,"1003,3",,"31,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 3:00:00,"4,6","0,8","2,9","88,65","1,209",100,rain,0,0,,"17,9",269,"1004,1",,"13,5",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 4:00:00,4,"0,8","2,6","90,8","0,845",100,rain,0,0,,13,273,"1004,1",,"14,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 5:00:00,"3,6",1,"2,2","90,19","0,407",100,rain,0,0,,"10,3",266,"1003,9",,"24,6",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 6:00:00,"3,4","1,8","2,2","91,81","0,138",100,rain,0,0,,"6,1",253,"1003,7",,"30,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 7:00:00,"2,6",-1,"1,3","91,49","0,521",100,rain,0,0,,"13,4",273,1004,,"17,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 8:00:00,"2,4","-0,6",1,"90,65","0,556",100,rain,0,0,,"10,5",267,"1004,2",,17,7,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,01.02.2018 18:00:00,"3,6","0,5","-1,4","69,74","0,004",100,rain,0,"0,02",,"12,5",197,"1005,5",,,5,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,01.02.2018 21:00:00,"3,4","1,1","-1,6","69,86","0,036",100,rain,0,"0,03",,"8,5",200,"1006,1",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 22:00:00,"2,5","-0,7","-0,5","80,28","0,074",100,rain,0,"0,03",,"11,8",240,"1006,7",,50,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,01.02.2018 23:00:00,2,"-1,2","-0,5","83,55","0,005",100,"rain,snow",0,"0,03",,"11,2",220,"1007,2",,40,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,02.02.2018 0:00:00,"1,5","-2,2","-1,1","83,11","0,11",100,"rain,snow",0,"0,03",,"13,1",250,"1007,4",,8,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,02.02.2018 1:00:00,1,"-0,9","-1,3","84,72","0,004",100,"rain,snow",0,"0,04",,"6,1",246,"1007,6",,30,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,03.02.2018 6:00:00,"0,8","0,8","-1,4","84,93","0,005",100,"rain,snow",0,0,,"2,6",230,"1008,5",,"44,1",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,03.02.2018 18:00:00,"2,3",-1,"-2,4","71,08","0,004",100,rain,0,"0,03",,"11,8",300,"1007,6",,"43,5",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,04.02.2018 3:00:00,"0,4","-1,3","-1,1","89,41","0,008",100,"rain,snow",0,"0,06",,"5,6",270,"1011,3",,"12,8",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,04.02.2018 4:00:00,"0,2","-1,9","-0,8","93,18","0,122",100,"rain,snow",0,"0,06",,"6,3",267,"1011,8",,3,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,11.02.2018 20:00:00,"3,4","0,4","0,5","81,02","0,011",100,rain,0,0,,12,250,"1008,4",,35,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,12.02.2018 1:00:00,"1,5","-1,8","-0,8","84,59","0,061",100,"rain,snow",0,0,,"11,1",307,"1010,8",,50,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,12.02.2018 2:00:00,"1,3","-2,5","-0,5","87,64","0,223",100,"rain,snow",0,0,,"13,6",240,"1010,8",,50,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,12.02.2018 5:00:00,"1,1","-1,9","-1,6","81,73","0,004",100,"rain,snow",0,0,,"9,6",242,1012,,50,0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
south germany,12.02.2018 8:00:00,"0,5",-4,-3,"77,15","0,01",100,"rain,snow",0,0,,"16,7",263,"1013,8",,,10,0,0,,"Snow, Rain",rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,15.02.2018 18:00:00,"3,4",1,"2,6","94,56","0,206",100,rain,0,0,,"9,4",143,"1018,1",,6,5,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,15.02.2018 19:00:00,"3,4","0,2","2,6","94,6","0,181",100,rain,0,0,,"12,7",139,"1018,3",,"7,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,15.02.2018 20:00:00,"3,9","1,6",3,"94,14","0,086",100,rain,0,0,,9,136,"1018,6",,"6,5",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,15.02.2018 21:00:00,4,"1,7","3,2","94,08","0,129",100,rain,0,0,,"9,2",132,"1018,6",,"6,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,15.02.2018 22:00:00,"3,8","1,6","3,3","96,68","0,054",100,rain,0,0,,"8,4",136,"1018,5",,"6,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,15.02.2018 23:00:00,"3,7","2,6","3,3","97,62","0,419",100,rain,0,0,,5,116,"1019,1",,"2,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 0:00:00,"3,8","3,8","3,5",98,"1,287",100,rain,0,0,,"3,7",317,1020,,"0,7",0,0,0,,"Rain, Fog",rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 1:00:00,"3,7",2,"3,4","98,16","1,012",100,rain,0,0,,"6,7",283,"1020,7",,"1,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 2:00:00,"4,2","2,3","3,8","97,49","0,873",100,rain,0,0,,"7,5",263,"1021,1",,"6,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 3:00:00,"4,3","2,3","3,9","96,71","0,177",100,rain,0,0,,"8,4",253,"1021,6",,"8,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 4:00:00,"4,5","2,8","3,5","93,03","0,098",100,rain,0,0,,"7,3",243,"1021,9",,10,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 5:00:00,"4,3","2,5","3,1","92,12","0,177",100,rain,0,0,,"7,4",243,"1022,8",,"15,6",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 6:00:00,"4,4",2,"3,1","91,44","0,379",100,rain,0,0,,"9,7",253,"1023,5",,"21,9",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 7:00:00,"4,2","1,8",3,"91,95","0,141",100,rain,0,0,,"9,8",266,"1024,4",,"35,5",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,16.02.2018 8:00:00,"4,1","1,8",3,"92,19","0,023",100,rain,0,0,,9,256,"1025,3",,33,10,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,03.03.2018 19:00:00,"4,9","2,4",0,"70,62","0,008",100,rain,0,"0,23",,"10,4",197,"998,7",,30,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,03.03.2018 20:00:00,"4,2","2,2","0,5","76,75","0,008",100,rain,0,"0,23",,"8,3",196,"999,1",,"18,9",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,03.03.2018 21:00:00,"3,4","0,7","0,8","83,05","0,272",100,rain,0,"0,22",,"10,2",143,"999,8",,"16,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,03.03.2018 22:00:00,"2,9","1,3",1,"87,36","0,145",100,rain,0,"0,22",,"6,2",133,"1000,2",,"11,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,03.03.2018 23:00:00,"2,4","1,1","0,9","89,96","0,119",100,rain,0,"0,21",,"5,1",114,"1000,4",,"7,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,05.03.2018 1:00:00,"6,2","6,2","1,7","72,85","0,005",100,rain,0,"0,04",,"3,9",139,"999,4",,"35,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,06.03.2018 23:00:00,"5,3","5,3","2,5","81,96","0,008",100,rain,0,0,,"4,5",195,994,,"9,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,07.03.2018 0:00:00,"5,5",4,"2,6","81,71","0,004",100,rain,0,0,,"6,9",177,"994,2",,"8,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,07.03.2018 1:00:00,"5,2","3,3","2,5","82,61","0,004",100,rain,0,0,,"8,3",180,"994,4",,"9,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,07.03.2018 20:00:00,5,"2,2","0,3","71,49","0,028",100,rain,0,0,,"12,6",230,"1002,1",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,07.03.2018 21:00:00,5,"2,3","0,6","73,33","0,01",100,rain,0,0,,"11,4",213,"1002,6",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,07.03.2018 23:00:00,"4,4","1,2","0,9","78,27","0,008",100,rain,0,0,,"13,5",227,"1004,2",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,08.03.2018 0:00:00,"4,2","1,1","0,8","78,49","0,008",100,rain,0,0,,"13,2",226,"1004,9",0,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,08.03.2018 2:00:00,"4,1","1,4","1,3","82,22","0,008",100,rain,0,0,,"10,8",217,"1006,2",,30,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,08.03.2018 4:00:00,"3,5","0,2","0,9","83,2","0,062",100,rain,0,0,,"13,6",220,"1006,8",,20,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,08.03.2018 5:00:00,"3,1","0,3","0,7","84,08","0,004",100,rain,0,0,,"10,4",207,"1007,2",,20,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,09.03.2018 3:00:00,"3,6","2,2","0,9","82,59","0,005",100,rain,0,0,,"5,9",163,"1009,8",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,09.03.2018 23:00:00,"9,3","7,9","3,7","68,33","0,166",100,rain,0,0,,"9,5",143,"1007,5",,23,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,10.03.2018 0:00:00,"8,7","7,3","4,1","72,69","0,274",100,rain,0,0,,"9,2",132,"1007,4",,"32,8",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,10.03.2018 1:00:00,"8,5","7,4","4,2","74,77","0,114",100,rain,0,0,,"7,2",157,"1007,1",,"34,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,11.03.2018 18:00:00,"12,2","12,2","8,4","77,54","0,031",100,rain,0,0,,"3,1",177,996,,42,11,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,11.03.2018 19:00:00,"11,2","11,2","8,7","84,28","0,265",100,rain,0,0,,"4,2",207,"996,8",,"15,9",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,11.03.2018 20:00:00,"10,2","10,2",9,"92,1","0,667",100,rain,0,0,,"4,9",175,"996,7",,"19,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,11.03.2018 21:00:00,"9,8",9,"8,8","93,6","0,323",100,rain,0,0,,"7,3",146,996,,"26,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,11.03.2018 22:00:00,"9,4","8,1","8,8","95,78","0,123",100,rain,0,0,,"9,2",129,"995,6",,"10,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,11.03.2018 23:00:00,"9,2","8,6","8,6","96,23","0,012",100,rain,0,0,,6,163,"995,1",,"9,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,12.03.2018 0:00:00,9,9,"8,4","96,27","0,04",100,rain,0,0,,"3,9",127,"994,8",,"7,5",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,12.03.2018 1:00:00,"8,5","8,5","8,1","97,15","0,004",100,rain,0,0,,"4,8",174,"994,8",,"5,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,12.03.2018 2:00:00,9,"8,5","8,2","94,67","0,033",100,rain,0,0,,"5,4",136,"994,9",,"9,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,12.03.2018 3:00:00,"8,9","7,4","8,1","94,89","0,041",100,rain,0,0,,"9,6",143,"994,6",,"7,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,12.03.2018 4:00:00,"8,6","7,3","7,5","93,02","0,173",100,rain,0,0,,"8,3",195,"994,5",,18,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 2:00:00,"7,6","5,2","4,5","81,03","0,008",100,rain,0,0,,"12,9",236,"1002,9",,"21,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 3:00:00,"7,5","5,7","4,5","81,04","0,104",100,rain,0,0,,"10,2",220,1003,,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 6:00:00,"6,8",4,3,"76,69","0,008",100,rain,0,0,,"15,1",207,"1003,9",,,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 19:00:00,7,4,"3,5","78,3","0,108",100,rain,0,0,,"16,7",266,"1009,4",,42,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 20:00:00,6,"2,1","3,7","84,86","0,385",100,rain,0,0,,"23,1",273,"1010,4",,"27,6",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 21:00:00,"5,6",2,"3,7","87,19","0,371",100,rain,0,0,,"18,9",280,"1011,2",,20,0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 22:00:00,"5,1","1,2","3,1","86,46","0,253",100,rain,0,0,,"20,6",283,"1012,2",,"26,3",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,13.03.2018 23:00:00,"4,7","1,5","2,9","87,93","0,198",100,rain,0,0,,"14,8",277,"1012,9",,"25,7",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,14.03.2018 0:00:00,"4,5","2,1","2,9","89,03","0,105",100,rain,0,0,,"10,2",260,"1013,3",,"32,6",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,14.03.2018 4:00:00,"4,7",2,"2,6","86,01","0,027",100,rain,0,0,,"11,2",277,1014,,"42,2",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,14.03.2018 6:00:00,"4,5","1,9","2,2","85,26","0,015",100,rain,0,0,,"10,5",273,"1014,3",,"26,1",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,14.03.2018 7:00:00,"4,2","1,4",2,"85,61","0,065",100,rain,0,0,,"11,7",270,"1014,5",,"25,7",11,0,0,,Rain,rain,"04928,06275,04349,E1423,04160,03278,04931"
south germany,16.03.2018 0:00:00,8,"6,6","3,7","74,4","0,004",100,rain,0,0,,"8,4",213,"999,7",,"35,4",0,0,0,,Rain,rain,"04928,06275,04349,04160,03278,04931"
south germany,22.03.2018 19:00:00,"0,8","-1,8",0,"94,52","0,536",100,"rain,snow",0,0,,"7,9",190,"1016,5",,"3,3",6,0,0,,"Snow, Rain",rain,"E9588,04928,06275,04349,04160,03278,04931"
south germany,22.03.2018 20:00:00,"0,9","-1,2","0,2","95,09","0,184",100,"rain,snow",0,0,,"6,7",177,"1016,3",,"3,3",0,0,0,,"Snow, Rain",rain,"04928,06275,04349,04160,03278,04931"
