Date;Open;High;Low;Close*;Adj Close**;Volume
Jul 31, 2023;81.73;82.22;80.59;81.37;81.37;307,859
Jul 30, 2023;80.65;82.00;80.13;81.80;81.80;297,27
Jul 27, 2023;79.84;80.71;79.07;80.58;80.58;299,547
Jul 26, 2023;78.90;80.60;78.87;80.09;80.09;374,358
Jul 25, 2023;79.34;79.77;78.55;78.78;78.78;322,031
Jul 24, 2023;78.85;79.90;78.29;79.63;79.63;349,6
Jul 23, 2023;77.01;79.28;76.44;78.74;78.74;368,285
Jul 20, 2023;75.70;77.29;75.69;77.07;77.07;308,106
Jul 19, 2023;75.35;76.15;74.72;75.63;75.63;340,962
Jul 18, 2023;75.84;76.97;75.07;75.35;75.35;92,92
Jul 17, 2023;74.18;75.96;73.88;75.75;75.75;125,092
Jul 16, 2023;75.02;76.09;73.84;74.15;74.15;244,785
Jul 13, 2023;77.16;77.30;75.11;75.42;75.42;299,576
Jul 12, 2023;75.85;77.33;75.32;76.89;76.89;379,728
Jul 11, 2023;74.83;76.15;74.67;75.75;75.75;352,887
Jul 10, 2023;73.19;74.96;72.98;74.83;74.83;326,883
Jul 09, 2023;73.86;74.15;72.67;72.99;72.99;301,014
Jul 06, 2023;71.89;73.92;71.19;73.86;73.86;362,632
Jul 05, 2023;71.80;72.34;70.22;71.80;71.80;395,381
Jul 04, 2023;70.15;72.17;69.90;71.79;71.79;456,809
Jul 03, 2023;70.45;71.77;69.69;69.79;69.79;303,479
Jun 29, 2023;69.82;71.04;69.53;70.64;70.64;299,873
Jun 28, 2023;69.25;70.60;68.93;69.86;69.86;292,865
Jun 27, 2023;68.01;69.73;67.05;69.56;69.56;368,295
Jun 26, 2023;69.49;70.15;67.50;67.70;67.70;384,752
Jun 25, 2023;69.84;70.11;68.71;69.37;69.37;280,116
Jun 22, 2023;69.53;69.65;67.35;69.16;69.16;322,475
Jun 21, 2023;72.43;72.65;68.93;69.51;69.51;421,348
Jun 20, 2023;70.90;72.72;70.80;72.53;72.53;264,656
Jun 19, 2023;71.45;72.09;69.65;70.50;70.50;430,492
Jun 15, 2023;70.55;71.89;69.95;71.78;71.78;99,185
Jun 14, 2023;68.70;70.96;67.97;70.62;70.62;115,613
Jun 13, 2023;69.35;70.49;68.07;68.27;68.27;304,449
Jun 12, 2023;67.31;69.83;67.15;69.42;69.42;366,354
Jun 11, 2023;70.27;70.33;66.80;67.12;67.12;404,769
Jun 08, 2023;70.94;71.77;70.10;70.17;70.17;300,724
Jun 07, 2023;72.47;73.28;69.03;71.29;71.29;485,396
Jun 06, 2023;71.56;73.19;71.01;72.53;72.53;299,127
Jun 05, 2023;71.99;72.33;70.13;71.74;71.74;314,962
Jun 04, 2023;75.03;75.06;71.73;72.15;72.15;383,943
Jun 01, 2023;70.21;72.17;70.00;71.74;71.74;322,596
May 31, 2023;67.60;71.07;67.51;70.10;70.10;395,393
May 30, 2023;69.62;69.69;67.03;68.09;68.09;444,787
May 29, 2023;73.23;73.55;69.02;69.46;69.46;440,862
May 25, 2023;71.89;73.05;71.49;72.67;72.67;261,498
May 24, 2023;74.21;74.37;70.98;71.83;71.83;422,637
May 23, 2023;73.77;74.73;73.13;74.34;74.34;386,611
May 22, 2023;72.10;73.79;71.71;72.91;72.91;317,586
May 21, 2023;71.70;72.36;70.55;71.99;71.99;263,977
May 18, 2023;71.94;73.40;71.03;71.55;71.55;69,949
May 17, 2023;72.75;72.87;71.42;71.86;71.86;80,864
May 16, 2023;70.60;73.26;70.04;72.83;72.83;273,708
May 15, 2023;71.32;71.79;70.45;70.86;70.86;232,328
May 14, 2023;70.04;71.69;69.41;71.11;71.11;259,013
May 11, 2023;71.42;71.78;69.93;70.04;70.04;275,435
May 10, 2023;72.77;73.50;70.63;70.87;70.87;365,892
May 09, 2023;73.58;73.89;71.80;72.56;72.56;351,506
May 08, 2023;72.84;73.78;71.34;73.71;73.71;317,493
May 07, 2023;71.35;73.69;71.04;73.16;73.16;290,076
May 04, 2023;68.70;71.81;68.48;71.34;71.34;330,585
May 03, 2023;68.16;69.84;63.64;68.56;68.56;412,495
May 02, 2023;71.56;71.79;67.95;68.60;68.60;490,523
May 01, 2023;75.76;76.11;71.42;71.66;71.66;417,82
Apr 30, 2023;76.66;76.69;74.53;75.66;75.66;215,017
Apr 27, 2023;74.91;76.92;73.93;76.78;76.78;328,399
Apr 26, 2023;74.38;75.28;74.03;74.76;74.76;345,88
Apr 25, 2023;77.08;77.93;74.05;74.30;74.30;497,778
Apr 24, 2023;78.74;79.07;76.50;77.07;77.07;361,646
Apr 23, 2023;77.97;79.18;76.72;78.76;78.76;306,72
Apr 20, 2023;77.13;78.39;76.72;77.87;77.87;291,114
Apr 19, 2023;78.87;78.89;76.97;77.29;77.29;361,413
Apr 18, 2023;80.92;81.18;78.46;79.16;79.16;78,31
Apr 17, 2023;81.00;81.48;79.87;80.86;80.86;96,29
Apr 16, 2023;82.48;82.71;80.47;80.83;80.83;217,048
Apr 13, 2023;82.40;83.12;81.76;82.52;82.52;275,129
Apr 12, 2023;83.22;83.44;82.11;82.16;82.16;261,23
Apr 11, 2023;81.44;83.53;81.28;83.26;83.26;356,133
Apr 10, 2023;79.88;81.59;79.37;81.53;81.53;309,683
Apr 09, 2023;80.50;81.22;79.61;79.74;79.74;264,906
Apr 05, 2023;80.37;80.96;79.65;80.70;80.70;-
Apr 04, 2023;81.01;81.24;79.72;80.61;80.61;254,974
Apr 03, 2023;80.44;81.81;79.61;80.71;80.71;343,57
Apr 02, 2023;80.10;81.69;79.00;80.42;80.42;547,126
Mar 30, 2023;74.37;75.72;73.77;75.67;75.67;304,361
Mar 29, 2023;72.98;74.63;72.61;74.37;74.37;269,743
Mar 28, 2023;73.61;74.37;72.76;72.97;72.97;312,669
Mar 27, 2023;72.86;73.93;72.19;73.20;73.20;328,472
Mar 26, 2023;69.42;73.10;69.13;72.81;72.81;353,598
Mar 23, 2023;69.51;70.38;66.82;69.26;69.26;380,852
Mar 22, 2023;69.95;71.67;69.14;69.96;69.96;335,241
Mar 21, 2023;69.48;71.31;68.89;70.90;70.90;337,639
Mar 20, 2023;67.62;69.60;66.77;69.33;69.33;409,495
Mar 19, 2023;66.62;67.70;64.12;67.64;67.64;76,873
Mar 16, 2023;68.26;69.64;65.17;66.74;66.74;152,255
Mar 15, 2023;68.22;69.38;65.71;68.35;68.35;327,12
Mar 14, 2023;71.56;72.56;65.65;67.61;67.61;555,164
Mar 13, 2023;74.70;74.90;70.78;71.33;71.33;432,858
Mar 12, 2023;76.60;77.47;72.30;74.80;74.80;457,423
Mar 10, 2023;75.65;77.11;74.77;76.68;76.68;371,834
Mar 09, 2023;76.50;78.06;75.43;75.72;75.72;349,96
Mar 08, 2023;77.32;77.73;76.11;76.66;76.66;335,93
Mar 07, 2023;80.50;80.94;77.06;77.58;77.58;398,241
Mar 06, 2023;79.92;80.63;78.32;80.46;80.46;292,351
Mar 03, 2023;77.89;79.90;75.83;79.68;79.68;374,201
Mar 02, 2023;77.74;78.59;77.23;78.16;78.16;260,331
Mar 01, 2023;76.85;77.85;76.12;77.69;77.69;342,121
Feb 28, 2023;75.76;77.83;75.55;77.05;77.05;300,093
Feb 27, 2023;76.42;76.82;74.99;75.68;75.68;266,091
Feb 24, 2023;75.60;76.63;74.09;76.32;76.32;329,254
Feb 23, 2023;73.92;75.99;73.83;75.39;75.39;333,838
Feb 22, 2023;76.11;76.55;73.80;73.95;73.95;332,018
Feb 21, 2023;76.53;77.51;75.69;76.16;76.16;402,351
Feb 17, 2023;78.07;78.25;75.06;76.34;76.34;93,267
Feb 16, 2023;78.54;79.54;77.92;78.49;78.49;117,6
Feb 15, 2023;78.83;79.15;77.25;78.59;78.59;264,486
Feb 14, 2023;79.06;79.61;77.46;79.06;79.06;299,938
Feb 13, 2023;79.94;80.62;78.45;80.14;80.14;301,299
Feb 10, 2023;77.68;80.33;77.47;79.72;79.72;356,062
Feb 09, 2023;78.45;78.84;76.52;78.06;78.06;324,156
Feb 08, 2023;77.49;78.57;77.08;78.47;78.47;353,468
Feb 07, 2023;74.57;77.60;74.35;77.14;77.14;408,279
Feb 06, 2023;73.23;74.51;72.25;74.11;74.11;380,028
Feb 03, 2023;75.92;78.00;73.10;73.39;73.39;413,414
Feb 02, 2023;76.79;77.24;74.97;75.88;75.88;339,755
Feb 01, 2023;79.06;79.73;76.05;76.41;76.41;360,859
Jan 31, 2023;77.91;79.25;76.55;78.87;78.87;312,734
Jan 30, 2023;80.04;80.49;77.66;77.90;77.90;327,426
Jan 27, 2023;81.22;82.48;79.04;79.68;79.68;367,588
Jan 26, 2023;80.48;82.14;79.92;81.01;81.01;291,06
Jan 25, 2023;80.26;81.23;79.45;80.15;80.15;297,234
Jan 24, 2023;81.62;82.22;79.66;80.13;80.13;288,207
Jan 23, 2023;81.79;82.64;81.05;81.62;81.62;297,076
Jan 20, 2023;80.60;81.64;79.69;81.31;81.31;300,145
Jan 19, 2023;79.14;81.18;78.13;80.33;80.33;58,863
Jan 18, 2023;80.97;82.38;78.94;79.48;79.48;92,549
Jan 17, 2023;80.10;81.23;78.53;80.18;80.18;312,275
Jan 13, 2023;78.32;80.11;77.97;79.86;79.86;283,539
Jan 12, 2023;77.70;79.16;77.10;78.39;78.39;307,705
Jan 11, 2023;74.78;77.84;74.31;77.41;77.41;350,891
Jan 10, 2023;74.86;75.92;73.84;75.12;75.12;307,43
Jan 09, 2023;73.47;76.74;73.47;74.63;74.63;329,29
Jan 06, 2023;73.97;75.47;73.24;73.77;73.77;258,128
Jan 05, 2023;73.25;74.92;72.46;73.67;73.67;300,731
Jan 04, 2023;77.25;77.42;72.73;72.84;72.84;352,434
Jan 03, 2023;80.57;81.50;76.60;76.93;76.93;338,52
Dec 30, 2022;78.73;80.67;77.71;80.26;80.26;205,909
Dec 29, 2022;78.82;78.82;76.79;78.40;78.40;199,858
Dec 28, 2022;79.89;79.92;77.30;78.96;78.96;207,717
Dec 27, 2022;79.90;81.18;79.16;79.53;79.53;199,601
Dec 23, 2022;78.18;80.33;77.98;79.56;79.56;237,711
Dec 22, 2022;78.43;79.90;77.03;77.49;77.49;219,142
Dec 21, 2022;75.99;78.61;75.80;78.29;78.29;234,624
Dec 20, 2022;75.70;76.75;74.31;76.09;76.09;254,792
Dec 19, 2022;74.50;76.41;73.81;75.19;75.19;69,348
Dec 16, 2022;76.37;76.57;73.33;74.29;74.29;99,205
Dec 15, 2022;77.37;77.77;75.33;76.11;76.11;224,663
Dec 14, 2022;75.27;77.75;74.90;77.28;77.28;292,488
Dec 13, 2022;73.29;76.37;73.21;75.39;75.39;352,858
Dec 12, 2022;71.79;73.99;70.25;73.17;73.17;323,553
Dec 09, 2022;71.85;72.92;70.08;71.02;71.02;356,722
Dec 08, 2022;72.38;75.44;71.12;71.46;71.46;474,459
Dec 07, 2022;74.55;75.38;71.75;72.01;72.01;392,236
Dec 06, 2022;77.35;77.88;73.41;74.25;74.25;380,598
Dec 05, 2022;79.99;82.72;76.77;76.93;76.93;346,657
Dec 02, 2022;81.47;82.22;79.65;79.98;79.98;280,235
Dec 01, 2022;80.40;83.34;79.93;81.22;81.22;321,432
Nov 30, 2022;79.00;81.38;78.40;80.55;80.55;287,534
Nov 29, 2022;76.54;79.65;76.29;78.20;78.20;381,869
Nov 28, 2022;75.93;77.84;73.60;77.24;77.24;405,033
Nov 25, 2022;77.51;79.90;76.22;76.28;76.28;266,451
Nov 23, 2022;81.08;81.95;76.83;77.94;77.94;379,145
Nov 22, 2022;80.22;82.36;79.85;80.95;80.95;269,615
Nov 21, 2022;80.30;80.30;75.08;79.73;79.73;475,104
Nov 18, 2022;82.09;82.64;77.24;80.08;80.08;96,583
Nov 17, 2022;85.22;85.45;81.40;81.64;81.64;138,476
Nov 16, 2022;86.89;87.51;84.20;85.59;85.59;225,668
Nov 15, 2022;85.25;88.68;84.06;86.92;86.92;331,709
Nov 14, 2022;89.02;89.84;85.15;85.87;85.87;315,45
Nov 11, 2022;86.27;90.10;86.18;88.96;88.96;301,664
Nov 10, 2022;85.85;87.35;84.70;86.47;86.47;340,007
Nov 09, 2022;88.57;89.24;85.50;85.83;85.83;388,301
Nov 08, 2022;91.87;92.17;88.52;88.91;88.91;344,223
Nov 07, 2022;91.00;93.74;90.40;91.79;91.79;322,419
Nov 03, 2022;87.90;92.87;87.82;92.61;92.61;354,06
Nov 02, 2022;89.35;89.67;87.60;88.17;88.17;239,816
Nov 01, 2022;88.62;90.36;87.72;90.00;90.00;280,961
Oct 31, 2022;86.43;89.45;85.92;88.37;88.37;274,321
Oct 30, 2022;88.39;88.65;85.30;86.53;86.53;285,342
Oct 27, 2022;88.67;88.76;87.08;87.90;87.90;263,404
Oct 26, 2022;88.26;89.79;87.33;89.08;89.08;292,556
Oct 25, 2022;85.07;88.41;84.14;87.91;87.91;287,182
Oct 24, 2022;84.88;86.03;83.06;85.32;85.32;240,441
Oct 23, 2022;85.24;85.92;82.63;84.58;84.58;250,726
Oct 20, 2022;85.07;85.90;83.15;85.05;85.05;272,803
Oct 19, 2022;85.94;88.17;85.22;85.98;85.98;338,344
Oct 18, 2022;83.69;86.20;82.59;85.55;85.55;71,309
Oct 17, 2022;85.70;86.51;82.09;82.82;82.82;97,304
Oct 16, 2022;85.59;87.12;84.61;85.46;85.46;172,02
Oct 13, 2022;89.27;89.73;85.20;85.61;85.61;237,026
Oct 12, 2022;87.08;89.66;85.56;89.11;89.11;298,032
Oct 11, 2022;88.67;90.07;86.28;87.27;87.27;332,271
Oct 10, 2022;91.14;91.35;87.91;89.35;89.35;333,158
Oct 09, 2022;93.48;93.64;90.54;91.13;91.13;289,508
Oct 06, 2022;88.93;93.31;88.00;92.64;92.64;429,162
Oct 05, 2022;88.08;89.07;87.04;88.45;88.45;235,296
Oct 04, 2022;86.37;88.42;85.42;87.76;87.76;329,79
Oct 03, 2022;83.22;86.98;83.22;86.52;86.52;302,549
Oct 02, 2022;81.02;84.56;80.87;83.63;83.63;287,168
Sep 29, 2022;81.74;82.56;79.14;79.49;79.49;253,154
Sep 28, 2022;81.90;82.94;80.34;81.23;81.23;286,126
Sep 27, 2022;78.08;82.34;76.55;82.15;82.15;324,678
Sep 26, 2022;76.47;79.51;76.42;78.50;78.50;283,614
Sep 25, 2022;79.23;80.31;76.25;76.71;76.71;280,927
Sep 22, 2022;83.54;83.92;78.04;78.74;78.74;334,271
Sep 21, 2022;83.07;86.00;82.40;83.49;83.49;303,492
Sep 20, 2022;84.25;86.68;82.49;82.94;82.94;339,683
Sep 19, 2022;85.61;86.45;83.52;84.45;84.45;279,813
Sep 18, 2022;85.21;86.22;82.10;85.73;85.73;59,626
Sep 15, 2022;85.16;86.59;84.27;85.11;85.11;87,829
Sep 14, 2022;88.91;89.15;84.53;85.10;85.10;235,358
Sep 13, 2022;87.94;90.19;86.18;88.48;88.48;335,381
Sep 12, 2022;88.09;89.31;85.06;87.31;87.31;347,998
Sep 11, 2022;86.25;89.10;85.16;87.78;87.78;275,104
Sep 08, 2022;82.80;87.20;82.71;86.79;86.79;305,188
Sep 07, 2022;81.91;84.25;81.20;83.54;83.54;342,763
Sep 06, 2022;86.93;87.76;81.50;81.94;81.94;380,781
Sep 05, 2022;86.84;90.39;86.18;86.88;86.88;420,255
Sep 01, 2022;86.56;89.66;86.35;86.87;86.87;277,533
Aug 31, 2022;88.83;89.63;85.98;86.61;86.61;305,106
Aug 30, 2022;92.31;92.73;88.27;89.55;89.55;344,147
Aug 29, 2022;96.90;97.66;90.54;91.64;91.64;386,272
Aug 28, 2022;92.96;97.37;92.29;97.01;97.01;283,463
Aug 25, 2022;93.06;94.02;91.08;93.06;93.06;288,392
Aug 24, 2022;95.35;95.76;92.29;92.52;92.52;279,877
Aug 23, 2022;93.78;95.40;92.79;94.89;94.89;320,388
Aug 22, 2022;90.55;94.22;90.42;93.74;93.74;285,607
Aug 21, 2022;89.65;91.26;86.60;90.23;90.23;352,665
Aug 18, 2022;90.39;92.09;88.38;90.77;90.77;58,714
Aug 17, 2022;87.39;91.46;87.32;90.50;90.50;80,029
Aug 16, 2022;87.10;89.16;85.88;88.11;88.11;230,346
Aug 15, 2022;87.93;90.65;85.73;86.53;86.53;305,366
Aug 14, 2022;91.94;92.10;86.82;89.41;89.41;275,443
Aug 11, 2022;94.09;94.81;91.16;92.09;92.09;264,953
Aug 10, 2022;91.55;95.05;91.24;94.34;94.34;341,234
Aug 09, 2022;90.51;92.43;87.66;91.93;91.93;383,766
Aug 08, 2022;90.69;92.65;89.05;90.50;90.50;347,045
Aug 07, 2022;88.46;90.89;87.22;90.76;90.76;340,157
Aug 04, 2022;88.06;90.76;87.01;89.01;89.01;350,016
Aug 03, 2022;90.95;91.90;87.55;88.54;88.54;334,931
Aug 02, 2022;93.83;96.57;90.38;90.66;90.66;395,099
Aug 01, 2022;93.75;96.47;92.59;94.42;94.42;328,538
Jul 31, 2022;98.46;98.65;92.42;93.89;93.89;365,293
Jul 28, 2022;97.30;101.88;96.41;98.62;98.62;349,374
Jul 27, 2022;98.17;99.84;96.04;96.42;96.42;318,403
Jul 26, 2022;95.60;98.59;94.30;97.26;97.26;321,903
Jul 25, 2022;96.33;99.00;94.76;94.98;94.98;310,043
Jul 24, 2022;95.10;96.94;93.01;96.70;96.70;278,998
Jul 21, 2022;96.51;97.95;94.23;94.70;94.70;307,568
Jul 20, 2022;99.91;99.99;94.59;96.35;96.35;318,911
Jul 19, 2022;103.60;104.39;101.51;102.26;102.26;315,62
Jul 18, 2022;102.00;104.46;99.85;104.22;104.22;63,149
Jul 17, 2022;97.27;102.80;95.85;102.60;102.60;84,669
Jul 14, 2022;96.39;99.03;94.57;97.59;97.59;240,766
Jul 13, 2022;96.57;97.00;90.56;95.78;95.78;387,528
Jul 12, 2022;95.89;97.96;93.67;96.30;96.30;347,193
Jul 11, 2022;103.46;103.49;95.35;95.84;95.84;398,552
Jul 10, 2022;104.79;105.05;100.89;104.09;104.09;348,566
Jul 07, 2022;102.22;105.24;101.51;104.79;104.79;327,461
Jul 06, 2022;98.22;104.48;96.57;102.73;102.73;379,861
Jul 05, 2022;100.36;102.14;95.10;98.53;98.53;444,106
Jul 04, 2022;108.80;111.45;97.43;99.50;99.50;594,215
Jun 30, 2022;106.01;109.34;104.56;108.43;108.43;305,338
Jun 29, 2022;109.70;110.45;105.10;105.76;105.76;362,89
Jun 28, 2022;111.86;114.05;109.22;109.78;109.78;322,06
Jun 27, 2022;110.18;112.22;109.62;111.76;111.76;306,748
Jun 26, 2022;107.22;110.54;105.60;109.57;109.57;282,914
Jun 23, 2022;103.99;108.58;103.64;107.62;107.62;321,591
Jun 22, 2022;104.42;107.05;102.32;104.27;104.27;346,362
Jun 21, 2022;109.54;109.76;101.53;106.19;106.19;432,724
Jun 20, 2022;110.58;112.47;108.72;110.65;110.65;427,262
Jun 16, 2022;117.08;118.97;108.25;109.56;109.56;103,149
Jun 15, 2022;115.98;118.08;112.31;117.59;117.59;162,543
Jun 14, 2022;119.07;119.61;114.60;115.31;115.31;301,75
Jun 13, 2022;121.09;123.68;116.62;118.93;118.93;366,32
Jun 12, 2022;120.19;122.25;117.47;120.93;120.93;372,403
Jun 09, 2022;121.46;122.75;118.33;120.67;120.67;352,906
Jun 08, 2022;122.43;122.72;120.79;121.51;121.51;293,295
Jun 07, 2022;119.79;123.18;119.30;122.11;122.11;340,591
Jun 06, 2022;119.10;120.36;117.14;119.41;119.41;341,694
Jun 05, 2022;120.82;120.99;117.63;118.50;118.50;246,825
Jun 02, 2022;117.55;120.46;115.23;118.87;118.87;240,831
Jun 01, 2022;114.80;117.77;111.20;116.87;116.87;327,6
May 31, 2022;115.40;117.87;114.58;115.26;115.26;290,53
May 30, 2022;114.96;119.98;114.15;114.67;114.67;440,796
May 26, 2022;114.20;115.30;112.85;115.07;115.07;217,281
May 25, 2022;110.69;114.83;110.27;114.09;114.09;234,752
May 24, 2022;110.39;111.68;109.23;110.33;110.33;191,37
May 23, 2022;110.41;111.43;108.61;109.77;109.77;224,794
May 22, 2022;110.56;111.96;109.15;110.29;110.29;215,623
May 19, 2022;111.45;114.04;110.85;113.23;113.23;229,93
May 18, 2022;109.09;112.62;105.13;112.21;112.21;68,511
May 17, 2022;113.66;115.42;108.46;109.59;109.59;103,669
May 16, 2022;113.87;115.56;111.75;112.40;112.40;252,63
May 15, 2022;110.98;114.90;108.11;114.20;114.20;289,127
May 12, 2022;106.65;110.64;106.29;110.49;110.49;240,989
May 11, 2022;105.63;107.37;102.66;106.13;106.13;323,547
May 10, 2022;99.00;106.44;98.20;105.71;105.71;382,701
May 09, 2022;102.65;104.16;98.86;99.76;99.76;389,75
May 08, 2022;110.43;110.49;102.13;103.09;103.09;368,183
May 05, 2022;108.70;111.18;107.24;109.77;109.77;294,278
May 04, 2022;107.58;111.37;106.45;108.26;108.26;286,916
May 03, 2022;103.50;108.61;102.95;107.81;107.81;272,909
May 02, 2022;105.08;105.80;102.10;102.41;102.41;239,266
May 01, 2022;104.00;105.94;100.28;105.17;105.17;261,878
Apr 28, 2022;105.17;107.99;103.78;104.69;104.69;294,386
Apr 27, 2022;102.11;105.68;100.13;105.36;105.36;312,064
Apr 26, 2022;101.76;102.99;99.80;102.02;102.02;278,781
Apr 25, 2022;98.64;102.78;97.06;101.70;101.70;351,85
Apr 24, 2022;101.38;101.55;95.28;98.54;98.54;328,153
Apr 21, 2022;104.07;104.22;101.06;102.07;102.07;246,116
Apr 20, 2022;102.50;105.42;102.01;103.79;103.79;280,321
Apr 19, 2022;103.05;104.16;100.70;102.75;102.75;299,028
Apr 18, 2022;107.75;108.92;102.10;102.56;102.56;71,792
Apr 17, 2022;107.03;109.81;106.00;108.21;108.21;68,489
Apr 13, 2022;104.20;107.64;102.12;106.95;106.95;244,952
Apr 12, 2022;100.91;104.47;99.87;104.25;104.25;312,502
Apr 11, 2022;95.17;101.35;94.84;100.60;100.60;329,037
Apr 10, 2022;98.40;98.52;92.93;94.29;94.29;315,873
Apr 07, 2022;97.17;98.76;95.29;98.26;98.26;310,082
Apr 06, 2022;97.16;98.82;93.81;96.03;96.03;367,318
Apr 05, 2022;101.24;104.02;95.73;96.23;96.23;366,036
Apr 04, 2022;103.66;105.59;99.88;101.96;101.96;280,283
Apr 03, 2022;98.95;103.94;98.05;103.28;103.28;288,131
Mar 31, 2022;101.23;101.75;97.78;99.27;99.27;324,777
Mar 30, 2022;107.45;107.80;99.66;100.28;100.28;450,845
Mar 29, 2022;105.24;108.75;104.55;107.82;107.82;284,544
Mar 28, 2022;103.47;107.84;98.44;104.24;104.24;387,2
Mar 27, 2022;112.92;112.93;102.83;105.96;105.96;372,251
Mar 24, 2022;111.75;114.12;108.68;113.90;113.90;320,304
Mar 23, 2022;114.47;116.64;110.61;112.34;112.34;307,238
Mar 22, 2022;108.85;115.40;108.38;114.93;114.93;289,182
Mar 21, 2022;112.90;115.01;109.30;111.76;111.76;318,629
Mar 20, 2022;105.13;112.69;104.08;112.12;112.12;77,217
Mar 17, 2022;103.62;106.28;102.30;104.70;104.70;74,247
Mar 16, 2022;95.34;104.24;94.85;102.98;102.98;210,763
Mar 15, 2022;95.23;99.22;94.07;95.04;95.04;293,947
Mar 14, 2022;102.28;102.58;93.53;96.44;96.44;401,69
Mar 13, 2022;109.42;109.72;99.76;103.01;103.01;344,184
Mar 11, 2022;105.99;110.29;104.48;109.33;109.33;368,194
Mar 10, 2022;110.41;114.88;105.53;106.02;106.02;437,924
Mar 09, 2022;124.66;126.84;103.63;108.70;108.70;594,773
Mar 08, 2022;120.67;129.44;117.07;123.70;123.70;583,106
Mar 07, 2022;121.33;130.50;115.54;119.40;119.40;576,022
Mar 04, 2022;107.96;116.02;107.25;115.68;115.68;493,875
Mar 03, 2022;111.33;116.57;106.43;107.67;107.67;592,031
Mar 02, 2022;107.12;112.51;105.18;110.60;110.60;651,853
Mar 01, 2022;96.09;106.78;95.32;103.41;103.41;698,814
Feb 28, 2022;94.99;99.10;94.43;95.72;95.72;490,796
Feb 25, 2022;93.32;95.64;90.06;91.59;91.59;523,793
Feb 24, 2022;92.52;100.54;91.45;92.81;92.81;872,244
Feb 23, 2022;91.74;93.90;90.64;92.10;92.10;440,574
Feb 22, 2022;91.75;96.00;90.35;92.35;92.35;789,041
Feb 18, 2022;91.63;92.66;89.03;91.07;91.07;150,382
Feb 17, 2022;90.90;93.36;90.62;91.76;91.76;212,552
Feb 16, 2022;92.21;95.01;90.00;93.66;93.66;401,453
Feb 15, 2022;94.83;95.17;90.66;92.07;92.07;442,641
Feb 14, 2022;93.91;95.82;92.09;95.46;95.46;467,071
Feb 11, 2022;90.00;94.66;89.19;93.10;93.10;554,423
Feb 10, 2022;90.01;91.74;89.03;89.88;89.88;492,091
Feb 09, 2022;89.86;90.58;88.41;89.66;89.66;445,618
Feb 08, 2022;91.64;91.68;88.51;89.36;89.36;467,386
Feb 07, 2022;91.82;92.73;90.73;91.32;91.32;497,754
Feb 04, 2022;90.19;93.17;90.07;92.31;92.31;410,926
Feb 03, 2022;87.98;90.45;86.75;90.27;90.27;465,771
Feb 02, 2022;88.35;89.72;87.10;88.26;88.26;456,863
Feb 01, 2022;88.15;88.87;86.55;88.20;88.20;376,841
Jan 31, 2022;87.45;88.39;86.34;88.15;88.15;359,08
Jan 28, 2022;87.50;88.84;86.44;86.82;86.82;436,172
Jan 27, 2022;87.15;88.54;86.20;86.61;86.61;427,804
Jan 26, 2022;85.26;87.95;85.01;87.35;87.35;459,642
Jan 25, 2022;84.15;85.71;82.99;85.60;85.60;507,219
Jan 24, 2022;84.91;86.09;81.90;83.31;83.31;511,695
Jan 21, 2022;84.57;85.56;82.78;85.14;85.14;509,103
Jan 20, 2022;86.23;87.82;86.00;86.90;86.90;532,202
Jan 19, 2022;86.61;87.91;85.77;86.96;86.96;113,153
Jan 18, 2022;84.32;86.63;83.50;85.43;85.43;163,643
Jan 14, 2022;81.73;84.45;81.58;83.82;83.82;364,442
Jan 13, 2022;82.82;82.94;81.39;82.12;82.12;364,769
Jan 12, 2022;81.38;83.10;81.17;82.64;82.64;420,619
Jan 11, 2022;78.42;81.59;78.36;81.22;81.22;481,815
Jan 10, 2022;78.88;79.45;77.83;78.23;78.23;389,956
Jan 07, 2022;79.62;80.47;78.52;78.90;78.90;414,434
Jan 06, 2022;77.24;80.24;76.73;79.46;79.46;476,665
Jan 05, 2022;77.18;78.58;76.51;77.85;77.85;397,898
Jan 04, 2022;76.02;77.64;75.70;76.99;76.99;372,848
Jan 03, 2022;75.69;76.46;74.27;76.08;76.08;317,628
Dec 31, 2021;76.66;77.08;74.95;75.21;75.21;237,118
Dec 30, 2021;76.58;77.44;75.78;76.99;76.99;231,163
Dec 29, 2021;76.04;77.37;75.36;76.56;76.56;283,557
Dec 28, 2021;75.97;76.92;75.53;75.98;75.98;249,728
Dec 27, 2021;73.38;76.09;72.57;75.57;75.57;268,49
Dec 23, 2021;73.03;73.95;72.27;73.79;73.79;270,223
Dec 22, 2021;71.27;73.16;70.80;72.76;72.76;306,709
Dec 21, 2021;69.21;71.55;68.56;71.12;71.12;358,779
Dec 20, 2021;70.07;70.07;66.04;68.23;68.23;492,217
Dec 17, 2021;71.92;72.26;69.89;70.86;70.86;78,125
Dec 16, 2021;71.48;72.99;71.03;72.38;72.38;142,541
Dec 15, 2021;70.35;71.66;69.39;70.87;70.87;294,337
Dec 14, 2021;71.12;72.03;69.51;70.73;70.73;359,454
Dec 13, 2021;72.04;73.00;70.71;71.29;71.29;406,604
Dec 10, 2021;70.68;72.33;70.32;71.67;71.67;397,883
Dec 09, 2021;72.52;73.34;70.39;70.94;70.94;393,205
Dec 08, 2021;71.86;73.00;70.91;72.36;72.36;464,846
