Date__GMT_1_,Hydro_pumped_storage_consumption,Cross_border_electricity_trading,Nuclear,Hydro_Run_of_River,Biomass,Fossil_brown_coal___lignite,Fossil_hard_coal,Fossil_oil,Fossil_coal_derived_gas,Fossil_gas,Geothermal,Hydro_water_reservoir,Hydro_pumped_storage,Others,Waste,Wind_offshore,Wind_onshore,Solar,Load,Residual_load,Renewable_share_of_generation,Renewable_share_of_load,Day_Ahead_Auction__DE_AT_LU_,Day_Ahead_Auction__DE_LU_
,Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Power (MW),Renewable share (%),Renewable share (%),Price (EUR/MWh),Price (EUR/MWh)
1/3/2018 13:30:00,-636,-11848.2,9020.9,2019.6,5116.1,15515.1,2747.6,303.5,295.6,7788.4,17.1,102.8,656.6,2089.1,1282.1,2755,34425,1940.3,76724.7,37604.5,54.5,61.2,15.75,
1/3/2018 13:45:00,-295,-11848.2,9030.2,2028.2,5118.4,15265.7,2760,303.4,295.6,7790.8,17.1,113.7,673,2091.7,1282.1,2769.2,34476.9,1620.1,76556,37689.7,54.6,61,15.75,
1/3/2018 14:00:00,-468.8,-11775.7,9043.1,2033.3,5109.1,15181.9,2738.8,303.4,295.6,7805.1,17.4,108.1,753,2092.9,1293.1,2909.8,34477,1353.2,76472.4,37732.4,54.5,60.9,15.14,
1/3/2018 14:15:00,-574.2,-11775.7,9051,2035.9,5108.8,15221,2736.4,304,339.6,7829.8,17.9,94.8,644.4,2091.9,1291.8,3065.1,34659,1051.4,76551.2,37775.7,54.5,60.9,15.14,
1/3/2018 14:30:00,-497.6,-11775.7,9014.9,2029.6,5111.4,15205.5,2747.4,303.2,339.6,7852.6,18,55.9,617,2091.6,1285.3,2973.9,34617.2,778.4,76239.8,37870.3,54.3,60.5,15.14,
1/3/2018 14:45:00,-408.9,-11775.7,8920.8,2036.2,5119.9,15289.3,2747.6,303.5,339.6,7762.7,17.8,35.1,594.4,2091.4,1285.3,2897.3,35032.9,471.3,76406.9,38005.3,54.4,60.5,15.14,
1/3/2018 15:00:00,-397,-12149.6,8864.2,2050.3,5118.2,15079.4,2802.2,303.1,339.6,7578.1,17.8,46.2,1641.9,2088.9,1291.2,2842.2,35289.1,167.5,77144.5,38845.7,53.9,59.8,16,
1/3/2018 15:15:00,-382.5,-12149.6,8905.6,2050.9,5118.9,15143.9,2996.2,303.7,333.1,7602.7,17.8,41.6,1854.2,2085.2,1295.2,2871.7,35507.9,52.5,77272.3,38840.3,53.7,59.8,16,
1/3/2018 15:30:00,-278.7,-12149.6,8970.8,2053.5,5123.4,15084.4,3090.9,304.2,333.1,7639.8,17.7,46.7,2421.4,2083.7,1293.9,2924.2,35581.2,9.8,77928.3,39413,53.3,59.5,16,
1/3/2018 15:45:00,-66.6,-12149.6,9065.8,2060.2,5133.4,15057.5,3164,303.3,333.1,7957.1,17.8,42.9,2419.4,2083.5,1295.2,3070.9,35949.3,3.2,79497.7,40474.2,53.3,58.9,16,
1/3/2018 16:00:00,-684.7,-11984.5,9016.7,2057.9,5126.3,14898.9,3190.9,304.2,333.1,7877.3,17.8,38.7,1921,2084,1277.7,3424.3,36240.4,0,80479.5,40814.8,54.1,59,15.11,
1/3/2018 16:15:00,-825.4,-11984.5,9012,2063.1,5135.1,14935.6,3202.6,303.7,337.2,7867.8,17.8,36.4,2184.5,2083.6,1264.7,3687.1,36508.7,0,80833.9,40638.1,54.2,59.4,15.11,
1/3/2018 16:30:00,-767.7,-11984.5,9030,2066.7,5138.2,15003.4,3212,303.7,337.2,7918.2,17.9,40.2,2328.5,2083.5,1277.7,3752.1,36617.6,0,81357.3,40987.6,54.1,59.3,15.11,
1/3/2018 16:45:00,-766.4,-11984.5,9054.3,2076.3,5147.3,14977.5,3213.7,304,337.2,7868.5,17.8,53.3,2237.4,2083.1,1276.4,3882.6,36933.6,0,81395.4,40579.1,54.4,59.8,15.11,
1/3/2018 17:00:00,-964.2,-11565.9,9030,2077.4,5131.3,15001.9,3238.8,304,337.2,7830.2,17.9,61.8,1596.1,2084.1,1278.6,3968.6,37194.8,0,80994.5,39831.1,55,60.5,13.37,
1/3/2018 17:15:00,-1357.5,-11565.9,9029,2078,5111.1,14811.8,3253.6,303.9,347.1,7818.8,17.9,61.6,1403.2,2084.5,1283.8,3961.6,37240.7,0,80689.3,39487,55.2,60.8,13.37,
1/3/2018 17:30:00,-1239.4,-11565.9,9053.9,2084.3,5117.4,14624.4,3266.7,303.9,347.1,7855.6,17.8,60.9,1194.4,2084.5,1273.4,3954.9,37438,0,80455.5,39062.6,55.5,61.2,13.37,
1/3/2018 17:45:00,-1152.4,-11565.9,9068.9,2094.8,5134.7,13993.8,3335.5,303.5,347.1,7636.7,17.8,73.4,961.8,2084.6,1287.7,3858.5,37592,0,80168.3,38717.8,56.2,61.6,13.37,
1/3/2018 18:00:00,-1069,-11591.8,9091.5,2104.1,5145.8,13206.4,3239.1,303.9,347.1,7507.4,17.8,88.3,1191,2084.8,1297.1,3743.2,37771.5,0,80074.1,38559.4,56.8,61.8,11.06,
1/3/2018 18:15:00,-947.5,-11591.8,9080.2,2112,5151.4,12493.9,3192.2,303.7,344.2,7442.8,17.7,70.2,1197.2,2084.8,1301,3725.1,37857.7,0,78626.2,37043.5,57.3,63,11.06,
1/3/2018 18:30:00,-951.3,-11591.8,9018.3,2132.5,5155.7,12079.1,3100.6,303.4,344.2,7423.9,17.7,52.2,728.8,2084.7,1312.7,3724.3,37590.8,0,77825,36509.9,57.9,63.3,11.06,
1/3/2018 18:45:00,-1116.7,-11591.8,8977,2136,5148.7,11719,3020.9,303.3,344.2,7288.3,17.7,53.6,554.8,2085,1306.2,3734.8,37565,0,77163.1,35863.3,58.4,63.8,11.06,
1/3/2018 19:00:00,-906.8,-12181.4,9009,2141.8,5107.9,11012.7,2920.9,303.8,344.2,6768.5,17.7,57.3,1091.4,2082.4,1296.7,3725.9,37560.6,0,76319.5,35033,59,64.5,10.06,
1/3/2018 19:15:00,-1151.7,-12181.4,9036.3,2152.6,5101.7,10728.3,2912.2,303.2,358.1,6458.1,17.7,60.8,848.5,2082.2,1283.7,3704.8,37728.7,0,74967.8,33534.3,59.6,65.8,10.06,
1/3/2018 19:30:00,-1573.4,-12181.4,8960.2,2162.7,5102.4,10507.1,2840.8,303.3,358.1,6345.4,17.7,62.7,168.1,2082.1,1286.3,3693.4,37805.7,0,73669.8,32170.8,60.5,67.1,10.06,
1/3/2018 19:45:00,-1862,-12181.4,8846.3,2164.1,5099.5,10239.9,2781,304.4,358.1,6248.2,17.7,62.9,123,2061.3,1288.9,3680.3,38000.8,0,72282.1,30600.9,61,68.6,10.06,
1/3/2018 20:00:00,-1620.4,-12042.6,8837.5,2172.9,5079.3,9962.4,2852.1,303.2,358.1,5887.3,17.7,62.3,268.2,2006,1295.9,3665.6,38129.8,0,71719,29923.6,61.4,69.3,9.3,
1/3/2018 20:15:00,-1671.7,-12042.6,8796.2,2174.4,5080.2,9719.7,2830,303.4,361.7,5776.9,17.8,63.4,235.5,2005.3,1290.7,3657.5,38081.8,0,71110.6,29371.3,61.8,69.8,9.3,
1/3/2018 20:30:00,-2114.1,-12042.6,8781.8,2186.5,5072.9,9741.6,2800.6,303,361.7,5671.7,17.9,60.3,101.5,1960.1,1302.4,3659.1,38185,0,70095.2,28251.1,62,71,9.3,
1/3/2018 20:45:00,-2404,-12042.6,8710.2,2194.8,5073.5,9744.2,2797.2,303.9,361.7,5468.7,17.9,57.8,43.1,1934.1,1307.6,3652.4,37903.1,0,69416.7,27861.1,62.2,71.3,9.3,
1/3/2018 21:00:00,-1823.2,-13361.1,8832.8,2196.1,5050.2,9787.3,2716.9,303.9,361.7,5404,17.9,80.7,442,1941.6,1308.2,3650.1,36821.3,0,69308.3,28836.9,61.3,69.8,9.87,
1/3/2018 21:15:00,-2084.8,-13361.1,8823.8,2196,5041,9735.9,2699.8,304,389.7,5365.4,18,89.4,222.8,1941.3,1309.5,3777,36850.2,0,68456.4,27829.2,61.7,70.9,9.87,
1/3/2018 21:30:00,-2591.7,-13361.1,8829.8,2194.8,5034.9,9766.3,2691.7,303.9,389.7,5430.4,18.1,51.2,90.2,1929.6,1300.4,3853,36693.7,0,67563.1,27016.4,61.6,71.7,9.87,
1/3/2018 21:45:00,-3249.5,-13361.1,8814.2,2198,5039.3,9750.9,2677.5,304.3,389.7,5325.1,18.1,47.9,61.4,1879.3,1306.9,3850.8,36353.8,0,66028.2,25823.7,61.6,72.8,9.87,
1/3/2018 22:00:00,-2169.3,-14854.3,8878.2,2181.2,5020.1,9641.2,2717.6,303.6,389.7,5223.6,18.2,48.1,256.7,1833.9,1296.1,3857,36215.5,0,65155,25082.6,61.5,73.6,4.97,
1/3/2018 22:15:00,-2360.9,-14854.3,8858,2185.4,5022.2,9557,2716.5,303.5,354.8,5166.3,18.2,47.3,54.7,1778.4,1298.7,3865.7,36208,0,63762.4,23688.7,61.9,75.2,4.97,
1/3/2018 22:30:00,-2897.6,-14854.3,8866.9,2188.4,5015,9573.5,2735,304,354.8,5195.2,18.2,46.9,45.7,1778.5,1311.7,3873.5,35944.6,0,62720.5,22902.5,61.7,76,4.97,
1/3/2018 22:45:00,-3384.2,-14854.3,8868.6,2190.6,5014.9,9557.6,2755.3,304,354.8,5192.2,18.3,46.8,45.8,1778.3,1311.7,3824,36056.5,0,61727.7,21847.3,61.7,77.3,4.97,
1/3/2018 23:00:00,-3434.6,-15910.3,8670.1,2190.5,4964.7,9369.5,2924.5,303.9,353,5417.4,18.4,43.9,46.8,1773.1,1310.8,3668.9,35900.8,0,60271.4,20701.6,61.6,78.6,-0.36,
1/3/2018 23:15:00,-4051.3,-15910.3,8227.3,2187.4,4962.9,9259.1,2985.4,304.4,358.2,5340.1,18.4,61.1,46.1,1716.8,1310.8,3678.6,35514.1,0,59372.7,20180,61.9,79.2,-0.36,
1/3/2018 23:30:00,-4258.5,-15910.3,7957.4,2176.9,4960,9232.6,3087.8,303.1,358.2,5368.4,18.4,57.4,45.9,1711.5,1312.5,3686.6,35537.6,0,58919.4,19695.3,62,79.8,-0.36,
1/3/2018 23:45:00,-4448.9,-15910.3,7850.4,2174.1,4967.1,9268.6,3112.6,303.7,358.2,5383.6,18.4,77.9,45.8,1736.2,1312.5,3660.9,35488.5,0,58278.5,19129.1,62,80.6,-0.36,
1/4/2018 0:00:00,-4142.3,-16886.2,7875.8,2172.8,4956.5,9205.1,3128.5,303.6,358.2,5396.9,18.4,86.9,46.9,1736.7,1313.3,3636.9,35276.6,0,57413.5,18500,61.9,81.4,-5.57,
1/4/2018 0:15:00,-4332.9,-16886.2,7921.7,2163.5,4956.9,9066,3109.1,304,356.3,5407.3,18.3,83.6,27,1707.1,1315.9,3605.4,35067.5,0,57017.3,18344.4,61.9,81.5,-5.57,
1/4/2018 0:30:00,-4328.6,-16886.2,7924.9,2161.9,4972,9038.3,3105,303.5,356.3,5445.1,18.3,49.5,17.7,1714.2,1313.3,3590.4,34879.5,0,56557.2,18087.4,61.8,81.8,-5.57,
1/4/2018 0:45:00,-4296,-16886.2,7914.9,2172.8,4974.5,9010.1,3021.9,303.8,356.3,5407.6,18.4,49.3,17.7,1730.4,1299,3528.8,34518.5,0,55920.2,17872.9,61.7,82,-5.57,
1/4/2018 1:00:00,-3877.6,-16252.7,8061.4,2183.5,4963.9,9076.2,2930,302.3,356.3,5415.5,18.3,52.2,18.3,1773.1,1297.7,3463.3,34202.2,0,55733.5,18068.1,61.3,81.6,-7.85,
1/4/2018 1:15:00,-3973,-16252.7,8201.6,2185.4,4974.5,9047.6,2828,303.6,363.5,5385.5,18.3,49,19.6,1773.8,1289.9,3318.1,34075,0,55398.3,18005.2,61.2,81.6,-7.85,
1/4/2018 1:30:00,-3991.6,-16252.7,8182.7,2187.2,4972.9,9035.4,2840.2,304,363.5,5423.3,18.3,46.2,38.8,1773.4,1286,3420,33883.9,0,55455.9,18152.1,61.1,81.3,-7.85,
1/4/2018 1:45:00,-3943.9,-16252.7,8045.9,2188.4,4978.7,9057.8,2883.8,303.8,363.5,5402.1,18.2,43.8,26.2,1775.9,1292.5,3512,33860.2,0,55294.4,17922.2,61.3,81.7,-7.85,
1/4/2018 2:00:00,-4243.7,-14226.1,8085.6,2188.2,4971.3,9037.6,2873.1,303.9,363.5,5535.5,18.2,54.6,17.7,1844.5,1301.6,3370.8,33475.6,0,55464.1,18617.7,60.8,80.5,-5.29,
1/4/2018 2:15:00,-4148.5,-14226.1,8143.3,2188.2,4978.2,9036.9,2880.9,303.7,362.2,5546.7,18.2,45.3,20.6,1864.4,1274.2,3435,32984.3,0,55641.7,19222.5,60.5,79.5,-5.29,
1/4/2018 2:30:00,-3971.4,-14226.1,8155.8,2186.1,4971.6,9053.3,2914,303.7,362.2,5601.3,18.2,46.3,36.3,1865,1266.4,3451.5,32611.2,0,55925.6,19862.9,60.2,78.4,-5.29,
1/4/2018 2:45:00,-3814.7,-14226.1,8252.2,2184.5,4971,9126.4,3113.7,303.9,362.2,5563.8,18.2,59.1,33.6,1889.5,1259.9,3245,32504,0,56343.3,20594.2,59.7,77.3,-5.29,
1/4/2018 3:00:00,-3336.3,-12970.4,8316.3,2187.3,4968.1,9180.4,3142,304,362.2,5702.3,18.1,82.1,45.8,1944,1220.6,3105.2,32142.1,0,56571.8,21324.6,59.2,76.1,-1.75,
1/4/2018 3:15:00,-3159.6,-12970.4,8452.8,2187.3,4974.2,9279.1,3083.2,303.9,348,5684,18.1,69.2,26.4,1943.6,1198.5,2928.6,31683,0,56717,22105.3,58.7,74.8,-1.75,
1/4/2018 3:30:00,-2802.9,-12970.4,8701.5,2186.3,4975.3,9328.9,3126.1,304,348,5719.5,17.9,96.2,212.9,1943.1,1263.6,2589.7,31112.7,0,57093.5,23391.1,57.8,72.8,-1.75,
1/4/2018 3:45:00,-2679.9,-12970.4,8915.8,2185.2,4970.9,9641,3174.7,303.9,348,5651.7,17.9,99.3,320.6,1943.5,1313,2276.1,30711.4,0,57508.2,24520.6,56.8,71,-1.75,
1/4/2018 4:00:00,-2709.3,-11923.5,9039.2,2185.1,4969.2,10208.8,3229.4,304.1,348,5784.2,17.7,74.4,63.1,1980.1,1321.1,2076.6,30501.9,0,58455.3,25876.8,56.1,69.1,6.01,
1/4/2018 4:15:00,-2810.3,-11923.5,9155.1,2184.3,4974.9,10781.4,3289.3,304,354.4,5890.8,17.6,48.3,68.9,2000.9,1331.5,2009.7,30085,0,58765.1,26670.5,55.1,67.9,6.01,
1/4/2018 4:30:00,-2483.1,-11923.5,9205,2178.4,4979.8,11121.7,3392,302.4,354.4,6044.1,17.7,59.2,179.3,2018,1317.2,1755,29800.5,0,60120.8,28565.3,54.2,65.5,6.01,
1/4/2018 4:45:00,-1801.4,-11923.5,9206.4,2174,4984.2,11536.8,3553.1,304.1,354.4,6210.9,17.6,55.5,280.6,2032.9,1314.4,1665.2,29112.6,0,61482.3,30704.6,53,62.8,6.01,
1/4/2018 5:00:00,-2246.9,-9694.3,9091.4,2169.4,4959.4,12674,3970.2,303.9,354.4,6666.1,17.6,40.8,118.4,2084.1,1297.1,1674.5,28907.7,0,63335.9,32753.7,51.6,60.6,19.96,
1/4/2018 5:15:00,-1798.7,-9694.3,9180,2166.9,5010.1,13439.6,4132.2,303.2,357.1,6957.2,17.5,41.5,97.1,2084.7,1291,1556.7,28367.2,0,64887,34963.1,50.3,58.2,19.96,
1/4/2018 5:30:00,-1046.7,-9694.3,9218.9,2161.8,5022.9,14221.4,4406,303.9,357.1,7098.5,17.6,56.9,108.7,2106.9,1292.8,1468,28050.3,0,66796,37277.7,49.2,55.9,19.96,
1/4/2018 5:45:00,-569.5,-9694.3,9223.5,2160.4,5036.2,14887.5,4743,303.5,357.1,7180.6,17.7,43.2,227.1,2107.9,1292.8,1391.8,27777.5,0,68476.2,39306.9,48.2,54,19.96,
1/4/2018 6:00:00,-794.4,-9016.2,9179.6,2157.6,5047.2,15929.4,5215.6,303.6,357.1,7643,17.8,41.7,482.2,2109.1,1292.5,1285.3,27081.4,0,70213,41846.3,46.3,51.6,33.59,
1/4/2018 6:15:00,-428.1,-9016.2,9172.4,2152.8,5060.5,16618.5,5541.5,304.1,346.7,8045.4,17.8,40.8,882.4,2109.6,1289,1138.7,26637.8,0,71301.2,43524.7,44.9,50,33.59,
1/4/2018 6:30:00,-72,-9016.2,9008.4,2139.6,5079,16858.1,6037.4,304.4,346.7,8272,17.9,49.6,1170.5,2109.8,1293.4,1120.5,26109.2,0,72177.6,44947.9,43.9,48.6,33.59,
1/4/2018 6:45:00,-63.8,-9016.2,9048.5,2133,5076.7,17045.5,6420.8,303.5,346.7,8591.6,17.9,54.8,1521.4,2108.8,1305.1,1132.3,25477.3,0,73102.1,46492.5,42.8,47.2,33.59,
1/4/2018 7:00:00,-130.7,-7834.4,9130.6,2130.1,5078.6,17234.6,6632.7,304.2,346.7,9227.4,17.9,53.9,1689.7,2115.4,1261.7,1094.8,24900.1,1.1,74859.2,48863.2,41.7,45.2,40.45,
1/4/2018 7:15:00,-14.5,-7834.4,9221.7,2128.6,5088.5,17424.1,7060.5,303.2,288,9317.5,17.9,68,1866.8,2115.5,1262.5,1121,24169.6,11.4,74759.9,49457.8,40.7,44.4,40.45,
1/4/2018 7:30:00,-3.4,-7834.4,9236.6,2123.9,5090,17481.3,7539.6,303.6,288,9358.2,17.9,80.4,2021.4,2114.9,1272.1,1130.7,23520.6,58.4,74770.8,50061.1,39.9,43.6,40.45,
1/4/2018 7:45:00,0,-7834.4,9243.3,2117.9,5098.8,17579.1,7850.3,303.4,288,9465.2,17.7,98.1,2063.2,2115.1,1265.1,1070.1,22897.5,149.1,75116,50999.4,39.2,42.6,40.45,
1/4/2018 8:00:00,-13.4,-7083.1,9240.9,2101.9,5108.6,17749.2,8403.1,304.2,288,9612.7,17.9,113.3,1956.6,2115.6,1272.6,1051.8,22324,310.2,74841.6,51155.6,38.5,42.2,41.97,
1/4/2018 8:15:00,-34.1,-7083.1,9210.9,2087.6,5113.9,17779.5,8815.2,303.8,377.9,9643.2,17.9,57.1,2362.9,2115.5,1272.6,1152.1,21637.2,520.6,75274.1,51964.3,37.8,41.4,41.97,
1/4/2018 8:30:00,-9.5,-7083.1,9224.6,2083,5110,17709,9010.4,303.9,377.9,9673.8,17.9,95.4,2642.2,2115.3,1255.7,1089.5,20988.4,750.2,75442.5,52614.3,37.2,40.7,41.97,
1/4/2018 8:45:00,-0.7,-7083.1,9227.9,2082,5099,17638.4,9364.2,303.9,377.9,9707,17.9,114.9,2782.7,2115.7,1253.1,918.9,20596.6,1005,75601.3,53080.8,36.8,40.2,41.97,
1/4/2018 9:00:00,-42.2,-6018.8,9253.5,2092.6,5094.2,18008.1,9817.9,304,377.9,9758.7,18,103.6,2313.2,2113.6,1269.3,850,19959.9,1266.6,75881.5,53805,36.3,39.5,44.91,
1/4/2018 9:15:00,-0.7,-6018.8,9241.6,2088.2,5092.6,18171.9,10037.2,303.9,371.8,9751.1,18,92.4,2099.4,2072.7,1270.6,835.3,19549.3,1502.3,76154.3,54267.4,36.1,39.1,44.91,
1/4/2018 9:30:00,-0.7,-6018.8,9239.9,2088.2,5113.6,18234.2,10134,303.2,371.8,9831.4,18.1,84.9,2573.2,2072.3,1269.3,859.6,18899,1692.5,76701.7,55250.6,35.4,38.2,44.91,
1/4/2018 9:45:00,-0.9,-6018.8,9242.8,2088.7,5129.5,18317.7,10202.2,303.5,371.8,9795.8,18,84.9,3166.3,2073.2,1262.8,797,18660.3,1900.6,77028.5,55670.6,35.1,38,44.91,
1/4/2018 10:00:00,-3.9,-4989.7,9241.4,2079.3,5131.9,18360.4,10384.1,304,371.8,9815.6,18,73.3,2807,2083.1,1258.1,848,18226.9,2036.9,77197.8,56086,34.9,37.5,48.22,
1/4/2018 10:15:00,-6.1,-4989.7,9248.1,2077.6,5143.2,18390.5,10376.4,304,372,9816.1,18,78.1,2953.3,2082.7,1263.3,820.9,17842.4,2130.6,77644.1,56850.2,34.6,36.9,48.22,
1/4/2018 10:30:00,-4.1,-4989.7,9254.5,2077.8,5149.8,18340.7,10370.2,304,372,9810.3,18,96.5,3002.9,2082.1,1248.9,920,17485.2,2213.7,77666.4,57047.4,34.5,36.7,48.22,
1/4/2018 10:45:00,-0.7,-4989.7,9257.1,2078.9,5150.5,18399.7,10454.4,303.8,372,9788.4,18.1,94.4,3269.1,2082,1248.9,947,16953.1,2240.3,77658.5,57518,33.9,36.1,48.22,
1/4/2018 11:00:00,0,-4261.3,9248.5,2076.6,5144.4,18389.9,10459.7,304.1,372,9680,18.1,53.8,3589,2099.8,1278,971.2,16563.8,2253.3,77467.6,57679.3,33.5,35.7,46.04,
1/4/2018 11:15:00,-60.9,-4261.3,9240.8,2076,5157.4,18312.3,10460,304.4,388.5,9673.2,18,40.2,3297.5,2099.3,1270.2,985.3,16290.9,2191.5,77231.2,57763.6,33.4,35.4,46.04,
1/4/2018 11:30:00,-83.7,-4261.3,9260.1,2080.6,5167.1,18327.1,10502.5,303.1,388.5,9640.1,17.8,80.5,3930.7,2099.3,1254.5,1037.8,15882.6,2213.1,76905.2,57771.7,32.9,35.2,46.04,
1/4/2018 11:45:00,-64.6,-4261.3,9254.9,2078.3,5162.9,18296.9,10444.5,304,388.5,9670.8,17.8,79.8,3909.2,2099.1,1271.5,1043.3,15411.5,2053,76888.8,58381,32.4,34.4,46.04,
1/4/2018 12:00:00,-3.5,-3256.7,9265.9,2079,5166,18336.2,10396.5,303.7,388.5,9677.2,18,74.4,3392.7,2121.3,1263.9,952.4,15198.3,1895.7,76680.6,58634.3,32.2,33.8,42,
1/4/2018 12:15:00,-4.6,-3256.7,9261.4,2078,5161.4,18310.9,10375,304.5,374.7,9652.2,18,76.2,3546.7,2121.5,1263.9,870.3,14739.5,1790.6,76287.6,58887.3,31.6,33.2,42,
1/4/2018 12:30:00,-32.9,-3256.7,9266.1,2077.8,5166.3,18314.8,10390.6,304,374.7,9678,18.1,87.7,3670.8,2152.7,1271.7,799.6,14250.5,1634.1,75874.4,59190.2,31,32.4,42,
1/4/2018 12:45:00,-33.5,-3256.7,9266.8,2078.6,5163.7,18294.3,10428.1,303.9,374.7,9864.4,18.2,108.7,3572,2153.4,1263.9,712.7,13910.9,1460.3,75040.5,58956.6,30.4,32,42,
1/4/2018 13:00:00,-8,-1953.9,9286.7,2076.9,5162.5,18318.3,10436.4,303.1,374.7,9603,18.3,96.2,2900.7,2157.8,1250.1,626.9,13527.6,1333.4,74784,59296.1,30.2,31.3,41.08,
1/4/2018 13:15:00,-3.3,-1953.9,9279.7,2077,5169,18301.9,10379.3,304.1,353.7,9621.9,18.3,111.7,2915.1,2157.5,1242.3,589.6,13355.2,1168.7,74567.2,59453.7,29.9,30.9,41.08,
1/4/2018 13:30:00,-3.5,-1953.9,9321.8,2076.3,5174.2,18268.9,10415.1,303.5,353.7,9740.4,18.2,114.9,3017.6,2157.2,1241,617.1,13106.7,1015,74351.1,59612.3,29.5,30.5,41.08,
1/4/2018 13:45:00,-5.8,-1953.9,9316.1,2077.7,5174.3,18330.5,10501.6,303.6,353.7,9915,18.3,83.5,2813.7,2157.4,1241,620.9,12990.3,815.9,73913.1,59486,29.1,30.2,41.08,
1/4/2018 14:00:00,-98.4,-887.8,9317.4,2080.2,5162.4,18321.2,10697.5,304,353.7,9661.1,18.2,107.3,2483.5,2167.7,1230.5,575.5,12695.9,604.6,74255.6,60379.6,28.8,29.4,42.04,
1/4/2018 14:15:00,-80.9,-887.8,9359.7,2079.4,5181.6,18317.1,10829.7,304.3,412,9598.8,18.2,109.5,2607.6,2167.4,1221.4,517.1,12488.4,415,74040.7,60620.3,28.2,28.8,42.04,
1/4/2018 14:30:00,-79.1,-887.8,9378.3,2090.4,5188.7,18331.8,10961.3,304,412,9582.9,18.3,109.5,2506.9,2188.8,1220.1,511,12285.4,266.5,74040.3,60977.4,27.9,28.4,42.04,
1/4/2018 14:45:00,-83.5,-887.8,9382.6,2094,5189.7,18283.4,11036.3,304,412,9582.8,18.3,109.6,2482.2,2189.1,1157.7,502.2,12507.9,117.3,74067.9,60940.5,27.9,28.4,42.04,
1/4/2018 15:00:00,-156.1,-1421.5,9361.4,2093.8,5188.8,18237.5,11125.3,304,412,9586.9,18.1,109.7,2973.1,2174.3,1144.2,431.9,12847,23.8,74719.5,61416.9,27.9,28.4,42.53,
1/4/2018 15:15:00,-181.5,-1421.5,9386.2,2097.4,5190.1,18279.9,11121,304.1,245,9592.5,18,110.5,3253.8,2174.6,1154.6,375.9,13370,3.8,74838.4,61088.8,28.3,29,42.53,
1/4/2018 15:30:00,-179.5,-1421.5,9386.5,2104,5191.3,18216.6,11243.5,303.9,245,9587.8,17.7,117.2,3345.3,2175,1166.1,404,13830,1.1,75442.5,61207.4,28.7,29.4,42.53,
1/4/2018 15:45:00,-0.4,-1421.5,9381.9,2114.5,5197.1,18185.4,11163.7,304,245,9598.4,17.4,118.9,3502.9,2175,1171.3,408.3,14354.8,0,76384.2,61621.1,29.2,29.8,42.53,
1/4/2018 16:00:00,-61.5,-1312.1,9354.9,2118.7,5192.3,18166,11234.2,303.9,245,9625,17.1,83.8,3260.6,2175.6,1157.8,407.3,14831.2,0,76969.8,61731.2,29.6,30.1,51.43,
1/4/2018 16:15:00,-48.3,-1312.1,9378.3,2126.7,5190.5,18226.2,11281.9,304,390.4,9618.9,16.9,80.7,3276.8,2175.3,1160.4,430.4,15074.3,0,77056.3,61551.5,29.8,30.4,51.43,
1/4/2018 16:30:00,-52.5,-1312.1,9366,2136.6,5189.6,18293.6,11282.6,303.9,390.4,9638.5,16.8,81.4,3248.2,2174.9,1161.7,427,15436.7,0,77521.5,61657.7,30.1,30.7,51.43,
1/4/2018 16:45:00,-54,-1312.1,9363.1,2155.7,5206.3,18286.4,11223.4,304.4,390.4,9641.5,16.8,80.9,2974.1,2174.6,1169.5,488.2,15797.2,0,77769.5,61484,30.6,31.2,51.43,
1/4/2018 17:00:00,-2.9,-3218.8,9356.2,2161.5,5197.6,18287.5,11200.8,304,390.4,9634.5,16.8,103.2,2540.6,2175.4,1165.6,534.7,16301.6,0,77158.5,60322.2,31.3,32.2,49.96,
1/4/2018 17:15:00,-157.4,-3218.8,9361.1,2164,5199.6,18321.5,11205,304,445.6,9638.4,16.8,81.1,2187,2175.3,1147.4,571.5,16820.5,0,76701.1,59309.1,31.9,33.1,49.96,
1/4/2018 17:30:00,-475.6,-3218.8,9352.9,2170.6,5190.6,18299.1,11238.2,303.7,445.6,9644.4,16.8,78.6,2015.8,2175.2,1170.9,666.5,17243.7,0,76647.8,58737.6,32.4,33.8,49.96,
1/4/2018 17:45:00,-482.1,-3218.8,9282.1,2173.8,5203.2,18256.1,11446.5,304,445.6,9621.6,16.7,61.4,1371.2,2175,1183.9,737.6,17449.6,0,76255.1,58068,32.8,34.3,49.96,
1/4/2018 18:00:00,-319.2,-4633.9,9349,2183.6,5193.5,18259,11234,304.7,445.6,9424,16.5,87.4,1343.6,2175.2,1172.7,766.4,17865.1,0,75972.9,57341.4,33.4,35.1,46.73,
1/4/2018 18:15:00,-890.1,-4633.9,9303.4,2197.4,5189.4,18159.5,11135.3,303.5,413.9,9349.9,16.5,70.7,836.5,2175.5,1164.9,765.4,18453.5,0,74816.5,55597.6,34.2,36.4,46.73,
1/4/2018 18:30:00,-836.3,-4633.9,9317.3,2207,5191.9,18279.2,10991.2,303.3,413.9,9377.2,16.5,36.5,642.3,2175.5,1156.6,764.2,19257.8,0,74253.2,54231.2,34.9,37.7,46.73,
