Date,Open,High,Low,Close_,Adj_Close__,Volume
"Jul 21, 2021",78.95,78.95,78.95,78.95,78.95,1
"Mar 04, 2022",158.15,158.15,158.15,158.15,158.15,1
"Nov 17, 2020",61.6,61.6,61.6,61.6,61.6,1
"Aug 10, 2022",238.4,238.4,238.4,238.4,238.4,1
"Jul 05, 2023",115.95,115.95,115.95,115.95,115.95,1
"Nov 09, 2021",63.5,92,63.5,90.25,90.25,2
"Feb 03, 2022",108.25,108.25,108.25,108.25,108.25,2
"Jan 05, 2022",92.5,92.5,92.5,92.5,92.5,2
"Jun 28, 2021",76.75,76.75,76.75,76.75,76.75,2
"Sep 14, 2023",124.75,124.75,124.75,124.75,124.75,2
"Feb 09, 2022",109,109,109,109,109,2
"Nov 21, 2022",218,218,218,218,218,2
"Jul 20, 2022",234.5,234.5,234.5,234.5,234.5,2
"Dec 31, 2021",85.5,85.5,85.5,85.5,85.5,2
"Feb 04, 2022",109.75,109.75,109.75,109.75,109.75,2
"Oct 16, 2022",243.5,243.5,243.5,243.5,243.5,2
"Feb 08, 2022",106,106,106,106,106,2
"Oct 26, 2022",220.75,220.75,220.75,220.75,220.75,2
"Nov 20, 2020",59.25,59.25,59.25,59.25,59.25,2
"Jul 10, 2022",246,246,246,246,246,2
"Dec 21, 2022",191.25,191.25,191.25,191.25,191.25,2
"Dec 30, 2021",83.75,83.75,83.75,83.75,83.75,2
"Feb 05, 2021",64.05,64.05,64.05,64.05,64.05,2
"Sep 15, 2022",289.2,289.2,289.2,289.2,289.2,2
"Feb 12, 2021",64.8,64.8,64.8,64.8,64.8,2
"Nov 04, 2021",92.8,92.8,92.8,92.8,92.8,2
"Nov 10, 2022",185.85,185.85,185.85,185.85,185.85,2
"Aug 25, 2021",85.55,85.55,85.55,85.55,85.55,2
"Nov 25, 2022",227.35,227.35,227.35,227.35,227.35,2
"Dec 08, 2020",66.05,66.05,66.05,66.05,66.05,2
"Jun 09, 2022",196.1,196.1,196.1,196.1,196.1,2
"Jun 27, 2022",213.6,213.6,213.6,213.6,213.6,2
"Oct 12, 2021",98.15,99.05,98.15,99.05,99.05,2
"Nov 23, 2021",107.8,107.8,107.8,107.8,107.8,2
"Dec 02, 2021",96.1,96.1,96.1,96.1,96.1,2
"Oct 28, 2021",84.35,84.35,84.35,84.35,84.35,2
"Oct 11, 2022",259.65,259.65,259.65,259.65,259.65,2
"Oct 06, 2021",97.6,97.6,97.6,97.6,97.6,2
"Jun 08, 2022",203.45,203.45,203.45,203.45,203.45,2
"Feb 23, 2021",66.1,66.1,66.1,66.1,66.1,2
"Oct 27, 2021",86.35,86.35,86.35,86.35,86.35,2
"Nov 22, 2021",102.35,102.35,102.35,102.35,102.35,2
"Dec 10, 2021",106.35,106.35,106.35,106.35,106.35,2
"Mar 25, 2021",70.85,70.85,70.85,70.85,70.85,2
"Jan 19, 2022",107.1,107.1,107.1,107.1,107.1,2
"Jul 09, 2023",107.35,107.35,107.35,107.35,107.35,2
"Jan 21, 2021",67.6,67.6,67.6,67.6,67.6,2
"Jul 13, 2022",247.7,247.7,247.7,247.7,247.7,2
"Nov 30, 2020",64.4,64.4,64.4,64.4,64.4,2
"Feb 10, 2021",64.9,64.9,64.9,64.9,64.9,2
"Jul 23, 2023",120.9,120.9,120.9,120.9,120.9,2
"Apr 20, 2021",73.15,73.15,73.15,73.15,73.15,2
"Jul 03, 2023",117.65,117.65,117.65,117.65,117.65,2
"May 25, 2023",95.15,95.15,95.15,95.15,95.15,2
"Jun 07, 2021",75.9,75.9,75.9,75.9,75.9,2
"Aug 03, 2022",224.15,224.15,224.15,224.15,224.15,2
"Oct 12, 2022",240.9,240.9,240.9,240.9,240.9,2
"Dec 22, 2022",188.65,188.65,188.65,188.65,188.65,2
"Aug 08, 2023",122.95,122.95,122.95,122.95,122.95,2
"Jul 12, 2022",246.65,246.65,246.65,246.65,246.65,2
"Feb 02, 2022",108.5,108.5,108.5,108.5,108.5,3
"Jul 24, 2022",252.25,252.25,252.25,252.25,252.25,3
"Aug 01, 2022",246,246,246,246,246,3
"Jul 05, 2022",230.5,230.5,230.5,230.5,230.5,3
"Nov 09, 2022",174.75,174.75,174.75,174.75,174.75,3
"Oct 17, 2022",239.25,239.25,239.25,239.25,239.25,3
"May 18, 2021",74.05,74.05,74.05,74.05,74.05,3
"Mar 05, 2021",67.05,67.05,67.05,67.05,67.05,3
"Oct 05, 2021",99.05,99.05,99.05,99.05,99.05,3
"Feb 28, 2022",128.95,128.95,128.95,128.95,128.95,3
"Mar 01, 2022",168.95,168.95,168.95,168.95,168.95,3
"Jul 19, 2022",235.95,235.95,235.95,235.95,235.95,3
"Nov 03, 2021",91.35,91.35,91.35,91.35,91.35,3
"Sep 14, 2022",301.65,301.65,301.65,301.65,301.65,3
"May 14, 2023",108.65,108.65,108.65,108.65,108.65,3
"Apr 28, 2021",72.9,72.9,72.9,72.9,72.9,3
"Nov 02, 2021",90.15,90.15,90.15,90.15,90.15,3
"Aug 31, 2021",62.6,90.65,62.6,90.65,90.65,3
"Sep 26, 2022",267.35,267.35,267.35,267.35,267.35,3
"Sep 27, 2022",269.85,269.85,269.85,269.85,269.85,3
"May 18, 2022",231.3,231.3,231.3,231.3,231.3,3
"Jan 11, 2022",85.45,85.45,85.45,85.45,85.45,3
"Dec 04, 2020",65.7,65.7,65.7,65.7,65.7,3
"May 09, 2023",117.7,117.7,117.7,117.7,117.7,3
"Nov 11, 2022",180.4,180.4,180.4,180.4,180.4,3
"Jul 20, 2021",80,80,80,80,80,4
"Dec 17, 2021",104,104,104,104,104,4
"May 31, 2021",77,77,77,77,77,4
"May 22, 2022",226.75,226.75,226.75,226.75,226.75,4
"Jun 29, 2021",77.75,77.75,77.75,77.75,77.75,4
"Feb 07, 2022",106.75,106.75,106.75,106.75,106.75,4
"Sep 12, 2022",299.25,299.25,299.25,299.25,299.25,4
"Jun 23, 2022",215,215,215,215,215,4
"Jun 23, 2021",77.3,77.3,77.3,77.3,77.3,4
"Nov 18, 2021",98.05,98.05,98.05,98.05,98.05,4
"Nov 16, 2021",95.05,95.05,95.05,95.05,95.05,4
"Nov 07, 2022",190.1,190.1,190.1,190.1,190.1,4
"Jun 07, 2022",209.45,209.45,209.45,209.45,209.45,4
"Jan 06, 2022",84.85,84.85,84.85,84.85,84.85,4
"Sep 22, 2022",276.15,276.15,276.15,276.15,276.15,4
"Jan 07, 2022",89.6,89.6,89.6,89.6,89.6,4
"Apr 22, 2021",71.85,71.85,71.85,71.85,71.85,4
"Aug 30, 2022",292.1,292.1,292.1,292.1,292.1,4
"Sep 25, 2022",261.85,261.85,261.85,261.85,261.85,4
"Aug 08, 2022",221.55,221.55,221.55,221.55,221.55,4
"Sep 06, 2023",115.15,115.15,115.15,115.15,115.15,4
"Jun 08, 2021",76.7,76.7,76.7,76.7,76.7,4
"Jun 28, 2022",217.4,217.4,217.4,217.4,217.4,4
"Feb 08, 2021",65.2,65.2,65.2,65.2,65.2,4
"Apr 17, 2023",124,124,124,124,124,5
"Aug 11, 2021",84.25,84.25,84.25,84.25,84.25,5
"Jul 16, 2023",96.25,96.25,96.25,96.25,96.25,5
"Nov 24, 2020",60.5,60.5,60.5,60.5,60.5,5
"Feb 26, 2020",69,69,69,69,69,5
"Oct 26, 2023",130.25,130.25,130.25,130.25,130.25,5
"Sep 28, 2021",101.25,101.25,101.25,101.25,101.25,5
"Nov 06, 2020",60.75,60.75,60.75,60.75,60.75,5
"Oct 19, 2023",139,139,139,139,139,5
"Nov 08, 2022",180,180,180,180,180,5
"Feb 11, 2022",103,103,103,103,103,5
"Jul 22, 2021",79.25,79.25,79.25,79.25,79.25,5
"Mar 23, 2023",127.25,127.25,127.25,127.25,127.25,5
"Jul 26, 2021",79.5,79.5,79.5,79.5,79.5,5
"Jun 17, 2021",76.05,76.05,76.05,76.05,76.05,5
"Jun 29, 2023",120.3,120.3,120.3,120.3,120.3,5
"May 26, 2022",209.1,209.1,209.1,209.1,209.1,5
"Apr 29, 2021",73.3,73.3,73.3,73.3,73.3,5
"Jan 10, 2023",170.85,170.85,170.85,170.85,170.85,5
"Aug 08, 2021",82.55,82.55,82.55,82.55,82.55,5
"Sep 20, 2023",123.8,123.8,123.8,123.8,123.8,5
"Apr 18, 2021",72.85,72.85,72.85,72.85,72.85,5
"Jun 22, 2021",76.85,76.85,76.85,76.85,76.85,5
"Jul 27, 2021",81.1,81.1,81.1,81.1,81.1,5
"Aug 15, 2021",85.35,85.35,85.35,85.35,85.35,5
"Feb 07, 2020",69.85,69.85,69.85,69.85,69.85,5
"Mar 08, 2021",66.6,66.6,66.6,66.6,66.6,5
"Jan 31, 2020",70.6,70.6,70.6,70.6,70.6,5
"Jan 05, 2023",174.7,174.7,174.7,174.7,174.7,5
"Jul 12, 2023",95.85,95.85,95.85,95.85,95.85,5
"Apr 19, 2021",72.4,72.4,72.4,72.4,72.4,5
"Oct 17, 2021",96.4,96.4,96.4,96.4,96.4,5
"Aug 01, 2021",80.65,80.65,80.65,80.65,80.65,5
"Sep 13, 2021",96.65,96.65,96.65,96.65,96.65,5
"Feb 10, 2020",68.9,68.9,68.9,68.9,68.9,5
"Feb 10, 2022",101.9,101.9,101.9,101.9,101.9,5
"Oct 11, 2021",98.15,98.15,98.15,98.15,98.15,5
"Feb 02, 2023",148.55,148.55,148.55,148.55,148.55,5
"Nov 10, 2021",88.2,90.4,88.2,90.4,90.4,5
"Jan 09, 2023",173.05,173.05,173.05,173.05,173.05,5
"Jan 26, 2023",142.05,142.05,142.05,142.05,142.05,5
"Jan 10, 2022",87.4,87.4,87.4,87.4,87.4,5
"Mar 10, 2022",151.3,151.3,151.3,151.3,151.3,5
"Aug 10, 2021",83.9,83.9,83.9,83.9,83.9,5
"Aug 21, 2023",129.4,129.4,129.4,129.4,129.4,5
"Jan 15, 2021",68.95,68.95,68.95,68.95,68.95,5
"Jul 04, 2023",121.2,121.2,121.2,121.2,121.2,5
"Jul 26, 2022",262.55,262.55,262.55,262.55,262.55,5
"Oct 15, 2023",140.15,140.15,140.15,140.15,140.15,5
"Jan 12, 2023",173.65,173.65,173.65,173.65,173.65,5
"May 10, 2022",214.15,214.15,214.15,214.15,214.15,5
"Jun 22, 2022",230.4,230.4,230.4,230.4,230.4,5
"Sep 14, 2021",95.95,95.95,95.95,95.95,95.95,5
"Jan 24, 2022",108.25,108.25,108.25,108.25,108.25,6
"Sep 23, 2021",100.75,100.75,100.75,100.75,100.75,6
"Jul 12, 2021",77,77,77,77,77,6
"Mar 20, 2022",140.25,140.25,140.25,140.25,140.25,6
"Sep 10, 2023",118.25,118.25,118.25,118.25,118.25,6
"May 03, 2022",212.75,212.75,212.75,212.75,212.75,6
"Jul 21, 2022",237.5,237.5,237.5,237.5,237.5,6
"Feb 23, 2022",115.75,115.75,115.75,115.75,115.75,6
"Dec 07, 2021",100.8,100.8,100.8,100.8,100.8,6
"Aug 16, 2023",121.05,121.05,121.05,121.05,121.05,6
"Sep 22, 2021",97.3,97.3,97.3,97.3,97.3,6
"Jun 30, 2022",219.35,219.35,219.35,219.35,219.35,6
"Jun 26, 2022",219.35,219.35,219.35,219.35,219.35,6
"Aug 16, 2021",85.8,85.8,85.8,85.8,85.8,6
"Aug 26, 2021",87.05,87.05,87.05,87.05,87.05,6
"Jan 28, 2021",68.85,68.85,68.85,68.85,68.85,6
"Oct 07, 2021",97.6,97.6,91.95,91.95,91.95,6
"Mar 04, 2021",66.85,66.85,66.85,66.85,66.85,6
"Mar 28, 2022",142.95,142.95,142.95,142.95,142.95,6
"Aug 29, 2023",124.65,124.65,124.65,124.65,124.65,6
"Jul 14, 2022",239.55,239.55,239.55,239.55,239.55,6
"Jul 04, 2022",224.15,224.15,224.15,224.15,224.15,6
"Jul 06, 2022",233.9,233.9,233.9,233.9,233.9,6
"Jan 25, 2022",109.2,109.2,109.2,109.2,109.2,6
"Jun 08, 2023",109.45,109.45,109.45,109.45,109.45,6
"Jan 14, 2020",73.7,73.7,73.7,73.7,73.7,6
"Aug 22, 2023",125.7,125.7,125.7,125.7,125.7,6
"Dec 06, 2021",98.2,98.2,98.2,98.2,98.2,6
"Nov 16, 2022",188.65,188.65,188.65,188.65,188.65,6
"Oct 21, 2021",93.25,93.25,93,93,93,7
"Oct 04, 2021",113.5,113.5,113.5,113.5,113.5,7
"Mar 23, 2022",155,155,155,155,155,7
"Jul 25, 2023",122.25,122.25,122.25,122.25,122.25,7
"Mar 14, 2021",68.05,68.05,68.05,68.05,68.05,7
"Oct 20, 2021",96.05,96.05,96.05,96.05,96.05,7
"May 24, 2021",78.05,78.05,78.05,78.05,78.05,7
"Jul 18, 2022",238.35,238.35,238.35,238.35,238.35,7
"Aug 24, 2022",292.65,292.65,292.65,292.65,292.65,7
"Sep 04, 2023",121.35,121.35,121.35,121.35,121.35,7
"Aug 23, 2023",121.35,121.35,121.35,121.35,121.35,7
"May 09, 2021",75.85,75.85,75.85,75.85,75.85,7
"Sep 17, 2023",123.85,123.85,123.85,123.85,123.85,7
"Apr 18, 2022",200.55,200.55,200.55,200.55,200.55,7
"May 31, 2022",212.3,212.3,212.3,212.3,212.3,7
"Apr 13, 2021",70.65,70.65,70.65,70.65,70.65,7
"Dec 08, 2021",103.9,103.9,103.9,103.9,103.9,7
"Jun 13, 2022",200.4,200.4,200.4,200.4,200.4,7
"Jul 11, 2022",254.15,254.15,254.15,254.15,254.15,7
"May 20, 2021",75.45,75.45,75.45,75.45,75.45,7
"May 19, 2021",75.45,75.45,75.45,75.45,75.45,7
"Jan 12, 2022",84.5,84.5,84.5,84.5,84.5,8
"Aug 03, 2021",81,81,81,81,81,8
"Apr 27, 2021",73.25,73.25,73.25,73.25,73.25,8
"Jan 05, 2021",69.75,69.75,69.75,69.75,69.75,8
"Oct 14, 2021",96.3,96.3,96.3,96.3,96.3,8
"Jan 13, 2022",94.55,94.55,94.55,94.55,94.55,8
"Jun 26, 2023",114.8,114.8,114.8,114.8,114.8,8
"Oct 13, 2021",99.55,99.55,99.55,99.55,99.55,8
"Aug 02, 2021",80.85,80.85,80.85,80.85,80.85,8
"Apr 11, 2022",199.45,199.45,199.45,199.45,199.45,8
"Jun 21, 2021",77.15,77.15,77.15,77.15,77.15,8
"Oct 10, 2021",91.95,96.5,91.95,96.5,96.5,9
"Sep 13, 2023",124.5,124.5,124.5,124.5,124.5,9
"Sep 11, 2022",291,291,291,291,291,9
"May 02, 2022",202.1,202.1,202.1,202.1,202.1,9
"Nov 15, 2022",198.6,198.6,198.6,198.6,198.6,9
"Dec 09, 2022",255.6,255.6,255.6,255.6,255.6,9
"Sep 15, 2021",90.85,90.85,90.85,90.85,90.85,9
"Sep 05, 2023",116.15,116.15,116.15,116.15,116.15,9
"Jul 25, 2022",275.1,275.1,275.1,275.1,275.1,9
"Sep 16, 2021",94.15,94.15,94.15,94.15,94.15,9
"Feb 24, 2022",124.95,124.95,124.95,124.95,124.95,9
"Feb 25, 2022",110.2,110.2,110.2,110.2,110.2,9
"Apr 06, 2022",184,184,184,184,184,10
"Mar 27, 2022",144.25,144.25,144.25,144.25,144.25,10
"Feb 11, 2021",65.5,65.5,65.5,65.5,65.5,10
"Oct 23, 2023",132.25,132.25,132.25,132.25,132.25,10
"Apr 14, 2020",65.3,65.3,65.3,65.3,65.3,10
"Apr 12, 2022",196.35,196.35,196.35,196.35,196.35,10
"Nov 18, 2020",61.15,61.15,61.15,61.15,61.15,10
"Mar 29, 2022",155.7,155.7,155.7,155.7,155.7,10
"Sep 23, 2020",68.15,68.15,68.15,68.15,68.15,10
"Jul 10, 2023",100.4,100.4,100.4,100.4,100.4,10
"Mar 17, 2021",69.65,69.65,69.65,69.65,69.65,10
"Apr 20, 2020",65.9,65.9,65.9,65.9,65.9,10
"May 05, 2021",74.65,74.65,74.65,74.65,74.65,10
"Jan 27, 2021",67.9,67.9,67.9,67.9,67.9,10
"May 25, 2021",77.7,77.7,77.7,77.7,77.7,10
"Dec 14, 2022",223.9,223.9,223.9,223.9,223.9,10
"May 02, 2023",128,128,128,128,128,11
"Jun 10, 2021",77.25,77.25,77.25,77.25,77.25,11
"Sep 19, 2021",94.05,94.05,94.05,94.05,94.05,11
"Mar 23, 2021",70.8,70.8,70.8,70.8,70.8,11
"Mar 14, 2022",141.2,141.2,141.2,141.2,141.2,11
"Feb 22, 2022",113.15,113.15,113.15,113.15,113.15,11
"Jul 27, 2022",265.35,265.35,265.35,265.35,265.35,11
"Feb 24, 2021",67.45,67.45,67.45,67.45,67.45,11
"Jan 22, 2021",66.5,66.5,66.5,66.5,66.5,12
"Mar 13, 2022",147.35,147.35,147.35,147.35,147.35,12
"Aug 14, 2023",121.6,121.6,121.6,121.6,121.6,12
"Aug 30, 2021",90.35,90.35,90.35,90.35,90.35,12
"Feb 16, 2021",62.95,62.95,62.95,62.95,62.95,12
"May 12, 2022",208,208,208,208,208,13
"Jan 11, 2023",164.85,164.85,164.85,164.85,164.85,13
"Sep 11, 2023",119.05,119.05,119.05,119.05,119.05,13
"Dec 03, 2021",94.45,94.45,94.45,94.45,94.45,13
"Mar 03, 2022",131,131,131,131,131,14
"Aug 17, 2021",86.5,86.5,86.5,86.5,86.5,14
"Sep 12, 2021",97.3,97.3,97.3,97.3,97.3,14
"Sep 08, 2021",94.3,94.3,94.3,94.3,94.3,14
"Aug 30, 2023",120.15,120.15,120.15,120.15,120.15,14
"May 04, 2022",218.15,218.15,218.15,218.15,218.15,14
"Jun 15, 2022",203.4,203.4,203.4,203.4,203.4,14
"May 30, 2022",224.75,224.75,224.75,224.75,224.75,15
"Oct 03, 2023",116.5,116.5,116.5,116.5,116.5,15
"Oct 22, 2023",138.75,138.75,136.25,136.25,136.25,15
"Sep 29, 2021",106.75,106.75,106.75,106.75,106.75,15
"Oct 02, 2023",119,119,119,119,119,15
"Mar 12, 2021",68.05,68.05,68.05,68.05,68.05,15
"Oct 18, 2023",138.1,138.1,138.1,138.1,138.1,15
"Nov 16, 2020",62.9,62.9,62.9,62.9,62.9,15
"Apr 13, 2022",196.7,196.7,196.7,196.7,196.7,15
"Jul 17, 2022",229.45,229.45,229.45,229.45,229.45,15
"Oct 29, 2023",128.3,128.3,128.2,128.2,128.2,15
"Sep 30, 2021",111.9,111.9,111.9,111.9,111.9,15
"May 17, 2022",216.15,216.15,216.15,216.15,216.15,15
"Apr 21, 2022",211.65,211.65,211.65,211.65,211.65,15
"Jun 06, 2022",205.65,205.65,205.65,205.65,205.65,15
"Mar 15, 2022",138,138,138,138,138,16
"Mar 24, 2022",148.5,148.5,148.5,148.5,148.5,16
"Sep 07, 2021",93.55,93.55,93.55,93.55,93.55,16
"Sep 06, 2021",93.55,93.55,93.55,93.55,93.55,16
"Jun 03, 2021",75.3,75.3,75.3,75.3,75.3,16
"Mar 07, 2022",175.85,175.85,175.85,175.85,175.85,16
"Apr 19, 2022",212.15,212.15,212.15,212.15,212.15,16
"Nov 12, 2020",63.35,63.35,63.35,63.35,63.35,16
"Jan 26, 2022",108.1,108.1,108.1,108.1,108.1,17
"May 23, 2022",203.15,203.15,203.15,203.15,203.15,17
"Oct 11, 2023",133,133.6,133,133.6,133.6,18
"Apr 25, 2022",200.4,200.4,200.4,200.4,200.4,18
"Dec 09, 2021",104.35,104.35,104.35,104.35,104.35,19
"Feb 16, 2022",102.1,102.1,102.1,102.1,102.1,19
"Sep 27, 2021",97.65,97.65,97.65,97.65,97.65,19
"Sep 26, 2021",102.95,102.95,102.95,102.95,102.95,19
"May 09, 2022",205.75,205.75,205.75,205.75,205.75,20
"Feb 01, 2023",152.85,152.85,152.85,152.85,152.85,20
"Aug 15, 2023",120.85,120.85,120.85,120.85,120.85,20
"May 08, 2022",202.7,202.7,202.7,202.7,202.7,20
"Oct 09, 2023",130.95,130.95,130.95,130.95,130.95,20
"Oct 11, 2020",66.15,66.15,66.15,66.15,66.15,20
"Jan 26, 2021",66.65,66.65,66.65,66.65,66.65,20
"Aug 15, 2022",269.1,269.1,269.1,269.1,269.1,20
"Jan 14, 2021",71.65,71.65,71.65,71.65,71.65,20
"Jun 29, 2022",219.15,219.15,219.15,219.15,219.15,20
"Apr 24, 2022",199.9,199.9,199.9,199.9,199.9,20
"Apr 20, 2022",207.5,207.5,207.5,207.5,207.5,21
"May 26, 2020",64.35,64.35,64.35,64.35,64.35,21
"Feb 18, 2022",100.4,100.4,100.4,100.4,100.4,21
"Feb 17, 2022",99.65,99.65,99.65,99.65,99.65,21
"Sep 21, 2021",95.05,95.05,95.05,95.05,95.05,23
"Apr 05, 2022",181.4,181.4,181.4,181.4,181.4,23
"Sep 02, 2021",91.85,91.85,91.85,91.85,91.85,24
"Jun 09, 2021",77.15,77.15,77.15,77.15,77.15,24
"Apr 27, 2022",193,193,193,193,193,25
"Nov 11, 2020",62.5,62.5,62.5,62.5,62.5,25
"Mar 08, 2022",204.25,204.25,204.25,204.25,204.25,25
"Apr 28, 2022",189.5,189.5,189.5,189.5,189.5,26
"Oct 26, 2021",90.35,90.35,90.35,90.35,90.35,26
"Apr 15, 2021",73.45,73.45,73.45,73.45,73.45,26
"Sep 28, 2023",127.75,128,127.75,128,128,28
"May 05, 2022",226.85,226.85,226.85,226.85,226.85,28
"Nov 29, 2022",245.35,245.35,245.35,245.35,245.35,28
"Oct 10, 2023",129,129,129,129,129,30
"Jun 20, 2022",229.5,229.5,229.5,229.5,229.5,30
"Mar 02, 2022",217.35,217.35,217.35,217.35,217.35,30
"Mar 22, 2021",70.8,70.8,70.8,70.8,70.8,30
"Nov 23, 2020",58.95,58.95,58.95,58.95,58.95,30
"Oct 26, 2020",64.65,64.65,64.65,64.65,64.65,31
"Sep 19, 2022",277.85,277.85,277.85,277.85,277.85,37
"Aug 16, 2022",282.75,282.75,282.75,282.75,282.75,42
"Aug 28, 2023",125.05,125.05,125.05,125.05,125.05,45
"Apr 26, 2022",199.65,199.65,199.65,199.65,199.65,56
"Nov 30, 2021",90.95,90.95,90.95,90.95,90.95,57
"Jun 21, 2022",226.6,226.6,226.6,226.6,226.6,63
"May 16, 2022",224.65,224.65,224.65,224.65,224.65,68
